POA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA2127,3,0,51,18,67,11,0,81,0,96,0,13,6,0,22,0,22,0,0,0,0,0,0,0,18,86,17,0,106,0,122,0,0,0,0,0,0,0,62,89,17,0,104,0,169,17,0,0,0,0,0,20,5,47,4,0,49,0,55,0,4,10,0,17,0,17,0,0,0,0,0,0,0,5,54,17,0,64,0,75,0,0,0,0,0,0,0,21,52,17,0,68,0,95,12,0,0,0,0,0,12,5,26,3,0,23,0,32,0,3,10,0,13,0,13,0,0,0,0,0,0,0,5,27,13,0,42,0,46,0,0,0,0,0,0,0,17,27,13,0,42,0,54,617,58,0,0,58,0,676,167,1124,75,4,1198,0,1367,0,149,96,3,245,0,250,0,0,3,0,0,0,0,169,1269,165,11,1444,0,1618,0,0,0,0,0,6,6,789,1328,165,11,1502,11,2296
POA2128,0,0,4,4,24,7,0,25,0,32,0,3,4,0,8,0,8,0,0,0,0,0,0,0,4,29,7,0,36,0,37,0,0,0,0,0,0,0,10,26,7,0,35,0,43,6,0,0,0,0,0,6,0,15,3,0,15,0,20,0,5,3,0,8,0,9,0,0,0,0,0,0,0,3,14,9,0,23,0,24,0,0,0,0,0,0,0,7,14,9,0,23,0,33,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,9,0,6,0,6,0,0,0,0,0,0,0,0,5,4,0,12,0,12,0,0,0,0,0,0,0,0,5,4,0,12,0,12,82,16,0,0,16,0,94,31,215,36,0,251,0,281,0,39,39,0,79,0,77,0,0,0,0,0,0,0,31,254,74,0,333,0,360,0,0,0,0,0,4,4,110,266,74,0,346,4,458
POA2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2130,0,0,62,3,18,0,0,24,0,29,0,4,3,0,10,0,9,0,0,0,0,0,0,0,5,27,6,0,31,0,38,0,0,0,0,0,0,0,69,23,6,0,30,0,100,17,3,0,0,3,0,20,5,18,0,0,14,0,22,0,3,7,0,8,0,8,0,0,0,0,0,0,0,5,17,3,0,23,0,28,0,0,0,0,0,0,0,25,16,3,0,28,0,45,24,0,0,0,0,0,24,0,9,0,0,9,0,13,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,16,0,0,15,0,12,0,0,0,0,0,0,0,26,12,0,0,14,0,37,643,29,0,0,29,0,670,50,268,15,0,289,0,335,3,21,22,0,44,0,48,0,4,0,0,4,0,4,57,293,35,0,336,0,387,0,0,0,0,0,0,0,697,323,35,0,361,0,1059
POA2131,9,3,105,27,110,7,3,123,0,150,0,19,16,0,35,0,35,0,0,0,0,4,0,3,28,129,21,3,160,0,186,0,0,0,0,0,0,0,127,142,21,3,163,3,294,64,3,0,0,3,0,62,10,77,11,0,88,0,95,3,15,20,0,31,0,37,0,0,0,0,0,0,0,9,90,27,0,120,0,133,0,0,0,0,0,0,0,74,98,27,0,122,0,196,36,0,0,0,0,0,34,3,38,4,0,48,0,49,3,9,12,0,19,0,19,0,0,0,0,0,0,3,3,48,11,0,63,0,68,0,0,0,0,0,0,0,40,54,11,0,62,0,107,989,87,4,0,90,3,1087,179,1264,72,9,1343,0,1528,11,152,111,3,268,3,280,4,10,0,3,17,0,15,193,1422,192,14,1627,3,1819,0,3,0,0,7,5,9,1184,1520,191,16,1724,10,2916
POA2132,15,0,128,17,83,4,3,85,0,104,0,8,11,0,22,0,22,0,0,0,0,0,0,3,18,89,18,3,112,0,123,0,0,0,0,0,0,0,134,102,18,3,125,0,260,59,6,0,0,6,0,64,5,44,7,0,57,0,59,0,11,8,0,19,0,19,0,0,0,0,0,0,0,5,56,15,0,75,0,80,0,0,0,0,0,0,0,67,63,15,0,82,0,145,21,4,0,0,4,0,30,0,31,3,0,36,0,32,0,4,3,0,8,0,8,0,0,0,0,0,0,0,0,34,12,0,40,0,44,0,0,0,0,0,0,0,21,38,12,0,49,0,72,848,97,0,0,97,0,945,124,648,42,8,696,0,817,0,53,57,3,116,0,116,3,4,0,0,3,0,6,125,704,103,7,811,0,943,4,0,0,0,0,3,8,981,798,103,7,909,5,1891
POA2133,4,0,100,23,108,10,0,117,0,141,0,16,13,0,23,0,23,0,0,0,0,0,0,0,23,124,20,0,146,0,165,0,0,0,0,0,0,0,114,130,20,0,153,0,270,63,0,0,0,0,0,64,14,74,5,0,81,0,89,3,16,8,0,23,0,27,0,3,0,0,3,0,3,17,88,15,0,107,0,121,0,0,0,0,0,0,0,73,95,15,0,104,0,180,35,4,0,0,4,0,37,0,39,0,0,38,0,40,0,0,6,0,8,0,8,0,0,0,0,0,0,0,0,39,7,0,47,0,51,0,0,0,0,0,0,0,32,45,7,0,50,0,87,780,118,3,0,122,0,899,178,869,44,0,916,0,1091,4,70,55,0,122,0,131,0,9,0,3,13,0,13,179,949,95,3,1051,0,1226,4,3,0,0,3,3,4,958,1067,99,3,1168,0,2134
POA2134,0,0,35,13,83,13,0,98,0,106,0,30,30,0,53,0,53,0,0,0,0,0,0,0,13,109,45,0,155,0,165,0,0,0,0,0,0,0,43,110,45,0,154,0,201,24,3,0,0,3,0,31,6,79,15,0,94,0,97,3,21,31,0,51,0,51,0,0,0,0,0,0,0,11,94,40,0,138,0,151,0,0,0,0,0,0,0,38,100,40,0,142,0,179,20,0,0,0,0,0,21,5,52,8,0,56,0,63,0,16,15,0,28,0,28,0,0,0,0,0,0,0,3,61,26,0,86,0,93,0,0,0,0,0,0,0,19,66,26,0,88,0,110,244,40,0,0,40,0,283,97,876,112,3,989,0,1092,7,158,155,0,319,0,324,0,4,0,0,4,0,4,108,1040,267,8,1314,0,1417,0,0,0,0,0,0,0,346,1083,267,8,1355,3,1705
POA2135,30,0,180,27,276,16,3,297,0,326,0,26,37,0,59,0,59,0,0,0,0,0,0,0,27,304,52,3,357,0,389,0,0,0,0,0,0,0,183,334,56,3,385,0,569,126,19,0,0,21,0,142,13,271,15,4,297,0,307,0,34,23,0,62,0,63,0,0,0,0,0,0,0,14,306,42,4,351,0,374,0,0,0,0,0,0,0,142,326,46,4,374,0,516,60,4,0,0,4,0,70,16,147,4,0,157,0,172,0,19,19,0,32,0,32,0,0,0,0,0,0,0,16,168,24,0,193,0,203,0,0,0,0,0,0,0,76,173,24,0,197,0,279,843,131,4,4,138,0,977,202,2238,102,19,2362,0,2565,10,210,184,0,400,0,409,0,7,0,3,10,0,10,211,2464,290,21,2776,0,2985,0,8,0,0,8,0,16,1050,2606,295,24,2917,0,3976
POA2136,8,0,57,10,73,9,3,86,0,92,0,9,8,0,18,0,18,0,0,0,0,0,0,0,10,84,15,3,105,0,113,0,0,0,0,0,0,0,64,86,15,3,106,0,171,40,4,0,0,4,0,43,6,58,3,0,62,0,69,0,6,13,0,24,0,24,0,0,0,0,0,0,0,6,65,16,0,81,0,86,0,0,0,0,0,0,3,43,70,16,0,90,0,130,20,0,0,0,0,0,20,3,35,5,0,36,0,38,0,6,12,0,13,0,13,0,0,0,0,0,0,0,3,35,10,0,50,0,53,0,0,0,0,0,0,0,19,37,10,0,51,0,73,363,55,0,0,59,3,427,100,637,28,13,680,0,781,0,60,69,0,129,0,130,0,5,0,0,5,0,5,107,703,97,13,816,0,921,3,3,0,0,3,0,3,472,757,97,15,874,3,1345
POA2137,13,0,268,39,191,15,0,202,0,242,3,15,18,0,35,0,34,0,0,0,3,3,0,3,41,202,28,3,240,0,276,0,0,0,0,0,0,0,288,223,28,3,259,0,550,171,13,0,0,13,0,179,17,125,14,0,137,0,160,0,16,10,0,32,0,32,0,0,0,0,0,0,0,17,145,24,3,172,0,191,0,0,0,0,0,0,0,184,159,24,3,184,0,367,83,9,0,0,9,0,89,11,75,6,0,78,0,86,0,4,3,0,9,0,9,0,0,0,0,0,0,0,11,78,9,0,85,0,93,0,0,0,0,0,0,0,92,83,9,0,93,0,186,2203,221,0,0,221,3,2431,354,1639,73,6,1712,3,2070,7,127,99,3,224,0,238,0,4,5,10,22,0,17,366,1770,175,20,1960,3,2328,0,0,0,0,0,0,0,2568,1990,175,20,2186,4,4758
POA2138,9,0,106,22,78,6,0,83,0,104,0,9,9,0,18,0,18,0,0,0,0,0,0,0,22,87,12,0,104,0,122,0,0,0,0,0,0,0,118,94,12,0,114,0,228,64,6,0,0,6,0,66,10,61,3,7,71,0,82,0,13,12,0,21,0,21,0,0,0,0,0,0,0,10,71,9,7,86,0,102,0,0,0,0,0,0,0,77,81,9,7,96,0,167,35,7,0,0,7,0,40,10,25,5,0,28,0,36,0,12,13,0,18,0,18,0,0,0,0,0,0,0,10,37,17,0,50,0,54,0,0,0,0,0,0,0,43,37,17,0,51,0,98,936,103,0,0,103,0,1039,169,1343,70,8,1420,0,1594,0,164,80,0,247,0,247,3,10,0,3,13,0,15,172,1516,151,9,1683,0,1853,0,3,0,0,3,0,3,1112,1628,151,9,1789,0,2900
POA2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2140,0,0,30,8,122,20,0,138,0,145,0,23,46,0,66,0,66,0,0,0,0,0,0,0,8,144,62,3,207,0,217,0,0,0,0,0,0,0,36,146,62,3,207,0,246,27,0,0,0,0,0,27,3,77,10,0,87,0,94,0,25,36,3,67,0,67,0,4,0,0,4,0,4,3,108,49,3,160,0,163,0,0,0,0,0,0,0,29,108,49,3,160,0,188,8,0,0,0,0,0,11,4,49,5,0,55,0,61,0,12,15,0,28,0,28,0,3,0,0,3,0,3,4,63,20,0,86,0,94,0,0,0,0,0,0,0,12,68,20,0,90,0,96,274,36,0,0,36,0,305,88,1547,102,8,1660,3,1750,3,201,222,3,423,0,422,0,13,8,10,29,0,28,93,1754,330,16,2108,3,2202,0,0,0,0,0,0,0,366,1792,330,16,2145,3,2512
POA2141,5,0,61,12,270,50,0,317,0,331,0,65,98,4,165,0,165,0,0,0,0,0,0,0,12,332,146,4,486,0,494,0,0,0,0,0,0,0,71,343,146,4,489,0,561,42,0,0,0,0,0,42,12,224,35,0,258,0,272,0,58,121,3,180,0,177,0,0,0,0,0,0,0,16,283,157,3,437,0,453,0,0,0,0,0,0,0,55,283,157,3,437,0,491,15,0,0,0,0,0,19,3,121,32,0,154,0,153,0,35,80,0,110,0,110,0,0,0,0,0,0,0,3,155,107,0,263,0,264,0,0,0,0,0,0,0,20,155,107,0,264,0,280,521,90,6,0,94,0,610,178,2406,336,8,2756,0,2934,4,605,741,12,1349,0,1355,0,13,4,6,23,0,25,176,3024,1079,23,4128,3,4308,0,0,0,0,0,8,8,702,3109,1085,23,4224,6,4932
POA2142,5,0,38,8,240,42,0,283,0,288,0,50,52,0,102,0,102,0,0,0,0,0,0,0,8,288,91,0,382,0,387,0,0,0,0,0,0,0,40,292,91,0,386,0,428,15,6,0,0,6,0,22,3,151,22,0,168,0,172,0,38,34,0,73,0,76,0,0,3,0,6,0,6,4,188,61,4,246,0,251,0,0,0,0,0,0,0,19,190,61,4,251,0,270,9,0,0,0,0,0,9,10,69,13,0,77,0,92,0,18,24,0,44,0,44,0,0,0,0,0,0,0,10,85,36,0,122,0,130,0,0,0,0,0,0,0,13,85,36,0,122,0,141,411,106,0,3,113,0,524,139,2985,333,17,3337,4,3478,15,463,422,3,888,0,901,0,18,14,3,32,0,32,149,3463,769,29,4261,4,4414,4,4,0,0,4,24,29,563,3582,770,33,4375,25,4969
POA2143,4,0,37,6,103,9,0,115,0,118,0,34,20,0,53,0,53,0,0,0,0,0,0,0,6,138,29,0,168,0,176,0,0,0,0,0,0,0,35,139,29,0,175,0,209,14,0,0,0,0,0,18,7,93,10,0,101,0,104,0,29,29,0,58,0,58,0,0,0,0,3,0,3,7,124,39,0,161,0,167,0,0,0,0,0,0,0,26,124,39,0,166,0,187,6,3,0,0,3,0,6,0,37,9,0,44,0,44,0,18,12,0,29,0,29,0,0,0,0,0,0,0,0,53,22,0,80,0,80,0,0,0,0,0,0,0,6,56,22,0,82,0,83,220,42,0,0,38,0,264,63,952,101,0,1052,0,1119,0,248,182,5,433,0,434,0,4,0,0,8,0,8,64,1210,285,5,1496,0,1560,0,0,0,0,0,15,11,291,1249,286,5,1540,15,1836
POA2144,8,0,41,9,338,70,3,411,0,426,0,160,158,3,326,0,328,0,0,0,0,3,0,3,15,503,231,3,741,0,754,0,0,0,0,0,0,0,44,504,237,3,749,0,792,21,3,0,0,3,0,24,5,244,47,3,291,0,296,0,98,111,0,211,0,211,0,0,3,0,4,0,4,5,344,155,5,504,0,512,0,0,0,0,0,0,0,29,346,155,5,510,0,537,9,3,0,0,3,0,11,3,101,29,0,131,0,137,0,51,66,0,119,0,119,0,0,3,0,3,0,3,3,150,100,0,252,0,255,0,0,0,0,0,0,0,17,152,99,0,254,0,269,300,91,7,0,93,0,391,130,3931,547,27,4505,0,4638,5,1241,1075,20,2330,3,2336,0,21,13,21,52,0,52,133,5185,1634,66,6891,3,7028,0,4,0,0,4,9,22,436,5280,1641,66,6989,15,7442
POA2145,38,0,486,47,810,40,3,852,0,906,4,84,52,0,128,0,131,0,3,0,0,3,0,3,56,893,89,3,988,0,1040,0,0,0,0,0,3,3,498,931,96,3,1033,3,1535,210,21,0,0,21,0,232,28,517,41,3,558,0,584,3,55,48,0,98,0,104,0,3,3,0,5,0,5,26,575,89,3,658,0,688,0,0,0,0,0,0,0,242,592,89,3,684,0,923,118,12,0,0,12,0,128,15,303,22,0,319,0,332,0,19,26,0,50,0,50,0,0,0,0,0,0,0,15,323,47,0,370,0,384,0,0,0,0,0,3,3,126,338,47,0,382,3,517,3955,510,13,0,521,3,4478,580,10315,330,31,10674,4,11254,18,664,369,10,1043,0,1060,7,46,4,27,85,0,86,605,11029,702,68,11794,5,12403,9,15,0,3,20,21,48,4568,11552,714,70,12339,28,16929
POA2146,7,0,189,11,134,7,0,148,0,152,0,24,13,0,40,0,40,0,0,0,0,0,0,0,11,155,27,0,185,0,189,0,0,0,0,0,0,0,190,168,27,0,193,0,378,72,9,0,0,9,0,84,6,129,8,0,137,0,140,0,14,5,0,23,0,23,0,0,0,0,0,0,0,6,143,17,0,162,0,166,0,0,0,0,0,0,0,81,151,17,0,166,0,252,32,3,0,0,3,0,33,3,55,0,0,55,0,63,0,4,6,0,10,0,10,0,0,0,0,0,0,0,3,63,4,0,70,0,70,0,0,0,0,0,0,0,34,64,4,0,69,0,105,1304,99,3,0,107,0,1409,102,1835,51,5,1890,0,2000,0,125,81,3,209,0,209,0,8,0,4,17,0,20,103,1975,132,20,2119,0,2226,4,3,0,0,3,3,8,1414,2074,135,20,2225,4,3650
POA2147,24,0,518,25,283,10,0,300,0,324,0,18,14,0,32,0,32,0,0,0,0,4,0,4,25,304,27,3,338,0,364,0,0,0,0,0,0,0,514,331,27,3,361,0,877,194,7,0,0,7,0,204,16,154,9,3,164,0,181,0,15,12,0,22,0,22,0,0,0,0,0,0,0,16,166,15,3,190,0,204,0,0,0,0,0,0,0,208,177,15,3,198,0,406,86,4,0,0,6,0,88,3,97,5,0,99,0,104,0,7,8,0,14,0,14,0,0,0,0,0,0,0,3,101,16,0,117,0,123,0,0,0,0,0,0,0,92,107,16,0,118,0,214,3810,215,5,3,224,13,4043,312,2335,97,8,2439,0,2752,3,174,104,0,278,0,284,3,10,0,16,25,0,25,319,2513,201,23,2740,0,3062,11,3,0,0,3,9,24,4134,2732,207,28,2967,16,7119
POA2148,21,0,521,52,599,37,6,635,0,689,3,73,68,0,143,0,151,0,3,0,0,9,0,9,56,678,109,3,785,0,845,0,0,0,0,0,0,0,553,699,109,3,810,0,1371,194,15,0,0,15,0,206,20,419,14,3,440,0,467,0,38,47,0,88,0,88,0,4,0,0,4,0,4,21,462,64,3,534,0,553,0,0,0,0,0,0,0,218,477,64,3,547,0,759,85,6,0,0,11,0,94,8,183,14,3,196,0,204,0,18,43,0,65,0,65,0,0,0,0,0,0,0,8,200,52,3,260,0,264,0,0,0,0,0,0,0,97,210,59,3,267,0,360,4026,345,0,0,348,3,4378,409,6320,265,58,6647,0,7061,21,496,457,7,958,0,977,7,41,3,8,53,0,62,438,6862,725,74,7659,0,8095,13,6,0,0,6,18,29,4475,7211,724,77,8013,24,12509
POA2150,3,0,37,5,149,14,0,166,0,168,0,24,27,0,52,0,52,0,0,0,0,0,0,0,5,172,43,0,221,0,225,0,0,0,0,0,0,0,36,173,43,0,219,0,257,9,3,0,0,3,0,10,3,92,6,3,103,0,105,0,13,13,0,33,0,33,0,0,0,0,0,0,0,3,106,27,4,131,0,136,0,0,0,0,0,0,0,10,110,27,4,139,0,147,7,3,0,0,3,0,5,0,48,6,0,48,0,51,0,11,14,0,25,0,25,0,0,0,0,0,0,0,0,57,22,0,74,0,74,0,0,0,0,0,0,0,3,58,22,0,81,0,85,406,80,0,0,80,0,482,111,3462,136,8,3603,0,3715,0,332,191,6,528,0,524,0,23,0,14,39,0,39,114,3816,326,21,4163,0,4283,0,8,0,0,8,0,10,516,3907,326,21,4254,7,4770
POA2151,5,0,175,15,131,9,0,138,0,153,0,23,13,0,37,0,37,0,0,0,0,0,0,0,15,153,23,0,178,0,193,0,0,0,0,0,0,0,188,158,23,0,181,0,369,92,0,0,0,0,0,87,8,104,5,3,114,0,118,0,13,14,0,30,0,30,0,0,0,0,0,0,0,8,118,17,3,136,0,146,0,0,0,0,0,0,0,99,119,17,3,138,0,234,46,0,0,0,0,0,46,3,46,3,0,51,0,53,0,7,7,0,17,0,17,0,0,0,0,0,0,0,3,56,15,0,71,0,74,0,0,0,0,0,0,0,52,56,15,0,71,0,118,1480,101,0,5,102,3,1587,188,1698,93,7,1792,0,1989,4,184,120,4,306,0,309,0,3,0,0,3,0,3,193,1884,206,13,2104,0,2295,3,0,0,0,0,3,6,1676,1982,206,15,2207,7,3890
POA2152,0,0,106,9,50,3,0,55,0,63,0,3,15,0,17,0,17,0,0,0,0,3,0,3,9,55,14,0,72,0,78,0,0,0,0,0,0,0,113,58,14,0,72,0,187,54,7,0,0,7,0,63,4,32,0,0,32,0,37,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,35,4,0,36,0,40,0,0,0,0,0,0,0,64,36,4,0,44,0,102,24,0,0,0,0,0,26,0,14,0,0,17,0,21,0,5,4,0,9,0,9,0,0,0,0,0,0,0,0,18,7,0,22,0,23,0,0,0,0,0,0,0,26,20,7,0,24,0,49,1051,59,0,0,64,0,1113,116,671,28,0,701,0,820,0,46,49,0,101,0,103,0,7,0,3,12,0,12,124,727,77,8,808,0,934,3,0,0,0,0,0,3,1172,787,82,8,873,0,2050
POA2153,43,3,854,72,509,24,5,530,0,603,0,36,31,0,62,0,65,0,3,0,0,5,0,5,72,545,54,5,600,0,672,0,0,0,0,0,0,0,883,581,54,5,641,3,1529,459,19,0,0,21,0,483,26,346,10,0,357,0,387,0,24,41,0,63,0,61,0,3,0,0,3,0,3,24,371,54,0,425,0,448,0,0,0,0,0,0,3,487,390,55,0,440,0,931,222,7,0,0,8,0,232,13,199,9,3,215,0,225,0,13,17,0,33,0,31,0,3,0,0,3,0,3,10,222,23,3,248,0,259,0,0,0,0,0,0,0,233,228,24,3,252,0,487,6693,371,8,0,381,3,7082,565,4928,181,25,5137,0,5706,12,288,180,4,469,0,484,5,19,0,5,20,0,24,580,5230,366,34,5628,0,6210,3,4,0,0,3,8,18,7277,5605,370,33,6018,13,13307
