POA_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA2117,0,0,0,3,6,4,0,0,0,20,0,12,30,101,58,49,23,7,7,281,0,0,0,17,3,18,11,10,5,68,0,0,6,9,9,3,10,3,0,44,0,7,9,20,9,12,3,3,0,66,0,6,9,36,13,20,8,3,0,103,0,0,0,4,0,0,6,4,0,17,0,6,20,67,36,24,20,6,3,197,0,3,15,51,15,22,3,0,0,100,0,3,6,31,4,9,3,0,0,59,0,0,0,7,4,0,0,0,0,9,0,0,3,12,23,13,8,0,0,59,4,13,10,23,6,6,3,0,0,72,0,3,10,56,47,31,16,6,0,162,0,0,0,4,3,0,7,0,0,14,0,3,3,17,0,3,0,0,0,25,7,24,44,229,127,93,68,43,11,646,50,112,95,329,186,138,118,70,35,1133,1384,2622,2647,6229,3063,2518,1523,977,317,21285
POA2118,0,0,0,0,4,0,0,0,0,6,0,21,22,101,41,34,21,8,0,248,0,0,0,4,7,12,8,3,0,37,0,0,0,3,7,7,10,10,4,41,7,13,11,27,21,20,16,4,0,118,0,4,10,33,15,13,5,0,0,78,0,0,0,3,0,3,4,0,0,15,6,38,29,152,93,81,31,15,9,449,0,5,19,80,25,29,18,0,0,184,0,0,5,26,5,10,4,0,0,51,0,0,0,0,5,0,0,0,0,11,0,0,3,3,12,4,4,0,3,31,5,19,10,18,11,15,18,0,3,92,0,0,0,51,42,35,17,3,7,148,0,0,0,0,0,0,4,0,0,5,0,0,0,3,4,0,0,0,0,6,12,31,30,178,92,90,69,51,21,570,32,71,74,223,98,84,68,55,47,763,1497,3076,3176,6420,3347,2921,2095,1282,523,24341
POA2119,0,0,0,7,3,7,0,3,0,12,0,6,3,22,8,7,3,0,0,48,0,0,0,0,3,7,0,0,0,13,0,5,3,7,7,10,12,9,8,61,0,8,5,14,11,18,5,0,0,57,0,9,4,32,20,14,6,9,0,93,0,0,0,0,3,0,0,3,0,4,0,6,12,44,53,41,16,10,0,186,0,4,0,29,7,15,4,0,0,57,0,0,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,7,3,15,8,7,6,8,6,5,0,63,0,0,7,29,17,19,0,0,0,82,0,0,0,0,3,3,0,3,0,11,0,0,0,7,6,3,0,0,0,19,3,19,13,45,56,38,26,26,19,234,12,24,31,54,53,45,39,31,22,313,538,1684,1624,2220,1765,1552,1164,727,363,11643
POA2120,0,0,0,3,11,11,3,0,0,26,4,15,25,90,42,36,15,3,3,224,0,0,0,9,10,11,12,3,0,43,0,5,5,17,12,14,11,9,0,84,3,18,8,17,14,10,5,3,4,95,3,25,24,79,59,40,23,9,0,265,0,0,0,0,5,3,0,0,0,13,3,10,12,92,44,43,33,12,0,232,3,3,13,36,11,14,4,4,0,95,0,0,12,24,8,3,0,0,0,49,0,0,0,0,0,4,0,0,0,8,0,0,0,4,5,5,0,0,0,14,3,35,18,46,24,17,7,0,0,151,0,0,3,19,19,17,0,0,0,64,3,0,3,8,7,5,3,5,0,32,0,0,4,12,9,6,3,3,0,33,14,32,64,180,104,82,69,42,16,603,26,50,70,165,81,78,55,48,21,607,1226,2775,2693,4759,3072,2457,1800,1036,383,20208
POA2121,0,0,3,6,3,5,3,0,0,24,4,20,17,116,29,19,11,0,0,226,0,0,0,12,5,10,11,3,0,41,0,0,0,12,12,14,9,7,3,54,3,22,36,22,9,17,11,3,0,131,3,9,8,35,25,11,25,5,3,130,0,0,0,5,0,4,3,0,0,16,3,27,30,102,83,74,36,11,7,374,5,13,41,144,45,48,26,6,0,336,0,3,8,40,20,11,6,0,0,88,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,0,0,0,10,5,36,18,36,20,7,19,3,6,147,3,0,20,70,55,36,7,3,0,198,0,0,0,7,5,0,3,4,0,25,0,0,0,4,3,3,0,0,0,12,10,41,51,203,89,79,53,40,14,584,42,72,85,240,84,86,83,81,51,827,1527,3402,4204,7972,3780,3432,2051,1254,598,28214
POA2122,0,0,0,8,11,5,0,0,3,28,7,38,32,227,45,52,24,7,3,430,0,0,0,15,4,20,8,3,4,61,0,0,0,4,4,9,23,10,10,62,9,12,20,55,25,25,15,9,0,173,0,3,14,45,17,27,8,4,4,125,0,0,0,8,4,3,3,3,0,21,5,14,27,113,72,69,45,24,6,383,3,7,25,159,42,27,14,11,0,288,0,3,12,77,14,12,3,0,3,130,0,0,3,0,4,0,0,0,0,10,0,0,0,18,3,3,3,3,0,33,9,12,25,38,11,7,4,0,0,101,0,8,52,113,51,48,13,12,3,300,0,0,0,7,8,3,3,3,3,26,0,0,4,9,3,0,0,0,0,17,26,57,55,363,111,110,73,74,31,889,45,64,172,331,159,130,121,90,68,1178,1717,2836,4833,9754,3712,3473,2385,1511,941,31160
POA2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2125,0,0,0,7,0,6,8,0,0,17,0,0,3,17,20,24,16,0,0,85,0,0,0,7,6,20,5,0,3,44,0,0,3,5,4,13,13,15,5,48,4,5,7,22,13,17,15,3,0,91,3,19,28,76,39,35,21,13,4,224,0,0,0,0,3,3,0,0,0,11,0,3,16,71,73,91,44,9,9,315,0,0,6,34,11,26,10,0,0,105,0,0,5,17,4,9,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,13,15,26,14,11,3,0,0,79,0,0,3,20,25,24,5,0,0,77,0,3,0,0,0,4,3,0,0,11,0,3,0,14,4,4,3,0,0,21,6,21,22,106,79,92,58,24,11,413,13,40,43,109,56,53,44,38,10,401,880,2146,2313,3616,2369,2529,1629,627,269,16374
POA2126,0,0,0,6,3,4,0,3,0,14,0,4,15,43,36,58,24,10,6,190,0,0,0,7,5,14,8,0,3,44,0,4,0,11,14,11,14,5,4,63,0,32,50,29,40,44,13,11,3,223,3,52,109,100,131,68,23,19,3,507,0,0,0,0,0,0,3,3,0,7,0,38,54,140,162,134,53,21,5,611,0,3,18,45,24,30,17,0,0,133,0,3,8,5,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,0,0,20,4,33,30,34,10,9,3,0,0,125,0,3,7,20,27,11,6,0,0,71,0,0,3,0,4,3,9,3,0,29,0,0,0,5,13,5,0,0,0,29,3,49,58,127,118,94,55,35,13,546,17,51,48,109,72,44,52,41,34,459,768,2658,2869,3890,3035,2637,1656,798,451,18765
POA2127,0,0,0,3,0,0,0,0,0,3,0,4,13,162,38,27,20,0,0,259,0,0,0,23,3,7,3,0,0,43,0,0,0,12,7,9,4,0,0,25,3,16,3,33,7,9,5,0,0,77,0,8,10,72,23,11,5,0,0,117,0,0,0,11,0,4,3,0,0,13,0,7,3,80,15,8,14,0,0,129,3,3,5,51,4,4,8,0,0,68,3,0,0,57,0,0,0,0,0,65,0,0,0,9,0,0,3,0,0,13,0,0,3,30,20,7,0,0,0,63,5,7,4,22,4,3,3,0,0,60,0,0,3,53,30,15,13,0,0,111,0,0,0,3,0,0,3,0,0,9,0,0,6,17,0,0,0,0,0,19,14,29,41,370,92,28,17,8,0,592,92,75,164,757,161,95,39,9,3,1399,1177,1288,1380,7185,1604,1143,568,146,44,14532
POA2128,0,0,0,0,0,0,0,0,0,3,0,5,9,37,13,3,3,0,0,66,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,4,3,17,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,17,0,0,0,10,3,0,0,0,0,13,0,0,0,10,0,0,0,0,0,15,0,0,0,7,3,0,0,0,0,10,0,0,0,16,12,4,0,0,0,32,0,0,4,8,0,0,0,0,0,12,0,0,6,45,26,14,8,0,0,97,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,6,3,5,15,111,36,12,9,0,0,196,23,24,42,128,26,20,9,3,0,276,216,275,549,2190,500,269,117,34,10,4166
POA2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2130,0,0,0,0,0,0,0,0,0,6,0,10,10,75,23,19,12,3,0,161,0,0,0,13,3,11,0,0,3,37,0,0,0,16,9,4,3,3,0,33,0,0,3,9,0,0,4,0,0,21,3,0,4,18,5,4,4,0,0,40,0,0,0,3,0,0,0,0,0,4,0,0,0,5,5,0,3,0,0,11,0,0,0,15,0,3,0,0,0,18,0,3,9,51,3,5,0,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,7,10,3,0,3,3,0,17,0,5,0,24,12,5,5,0,0,53,0,3,6,30,9,8,3,0,0,67,0,0,0,8,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,3,3,4,17,123,34,43,38,18,16,294,28,31,43,201,85,51,41,21,11,521,417,709,734,2925,1016,716,442,208,138,7311
POA2131,0,4,0,8,9,3,4,5,4,37,4,34,48,311,85,84,38,6,6,624,0,0,0,46,14,25,18,20,11,145,0,0,3,10,8,11,5,4,0,52,8,6,6,28,15,8,10,3,0,75,0,0,5,30,3,11,10,4,4,66,0,0,0,3,5,10,4,0,0,27,0,0,3,32,8,13,7,5,4,66,0,3,19,81,10,5,0,0,0,127,0,4,59,293,33,23,6,0,0,425,0,0,0,0,0,0,0,0,0,3,0,0,0,24,10,13,15,0,0,59,3,5,8,36,12,8,3,0,3,89,0,6,40,100,43,53,24,16,14,293,0,0,0,0,0,3,0,0,0,6,0,0,0,7,0,0,0,0,0,15,8,12,66,400,134,116,106,84,51,978,72,107,196,604,200,143,124,62,45,1562,1249,1695,3208,9373,2716,2269,1514,1102,705,23841
POA2132,0,0,0,0,0,0,0,4,0,11,0,0,13,43,25,18,18,5,5,124,0,0,0,7,4,10,9,7,4,43,0,0,0,5,7,3,3,0,3,25,0,3,0,7,0,0,3,0,0,20,0,3,0,9,7,3,3,0,0,31,0,0,0,0,3,0,0,3,0,8,0,0,0,15,6,8,3,0,0,33,0,0,3,34,4,5,0,3,0,44,0,0,4,36,9,0,6,0,0,55,0,0,0,0,4,3,0,0,0,6,0,0,0,8,3,3,0,0,3,19,0,10,5,10,7,3,0,3,0,41,3,7,3,96,28,36,23,6,0,199,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,10,84,35,59,43,45,15,294,21,30,50,142,64,78,55,39,26,512,514,1240,1333,2935,1474,1257,857,674,319,10612
POA2133,0,0,0,6,3,3,0,3,0,18,3,5,6,64,30,22,18,0,0,144,0,0,0,11,5,5,3,3,3,31,0,0,0,3,0,4,8,3,0,23,0,0,3,9,0,3,0,3,0,22,0,0,0,6,6,9,5,0,0,24,0,0,0,0,0,3,3,8,3,17,0,0,0,22,12,8,11,4,5,63,0,0,3,9,0,0,3,0,0,16,0,4,3,20,3,3,3,0,0,31,0,0,0,3,0,3,0,0,0,7,0,0,3,9,18,12,5,3,0,52,0,3,3,14,3,0,3,0,0,32,0,7,8,56,33,20,13,7,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,21,187,110,89,86,42,8,566,34,46,62,151,91,49,50,31,12,523,641,1365,1360,3162,1654,1193,924,514,215,11012
POA2134,0,0,0,5,4,3,3,0,6,25,0,12,19,108,18,29,12,3,3,201,0,0,3,17,0,15,7,5,13,58,0,0,0,0,3,4,3,3,0,15,0,9,21,15,3,9,4,3,0,64,0,0,3,9,5,5,3,3,0,28,0,0,0,0,0,0,0,6,0,5,0,3,3,17,10,16,8,3,0,67,0,3,47,230,15,17,12,0,0,320,0,0,19,114,12,3,0,0,0,156,0,0,0,0,4,0,0,0,0,8,0,0,0,14,10,6,3,3,0,26,0,0,10,8,4,0,3,0,0,27,4,9,85,140,76,81,31,15,7,439,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,33,138,45,49,44,35,32,392,43,39,206,340,92,63,52,53,34,913,648,920,3513,5969,1616,1451,889,661,371,16033
POA2135,0,0,0,4,4,12,4,3,5,28,3,10,21,163,40,22,21,3,4,288,0,0,0,5,3,12,4,4,8,41,0,0,0,3,0,6,5,3,5,25,0,4,8,32,4,15,10,6,0,78,0,0,11,15,13,4,5,5,0,53,0,0,0,0,0,8,6,3,0,16,0,4,20,120,91,130,94,63,65,583,3,5,10,87,15,20,13,3,0,156,0,0,13,105,6,6,0,0,0,126,0,0,0,0,0,0,0,0,0,6,0,0,4,16,15,8,0,0,0,42,4,12,6,14,5,8,8,0,0,48,0,8,97,212,175,122,51,23,4,701,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,3,23,57,241,102,91,66,67,43,694,60,111,257,557,169,116,104,72,43,1502,1065,2119,4540,8733,2900,2462,1622,1132,685,25251
POA2136,0,0,0,0,0,0,0,0,0,3,0,0,8,33,12,15,13,0,0,77,0,0,0,3,3,3,3,3,0,15,0,0,0,0,0,0,3,3,0,13,0,3,0,7,3,8,3,0,0,22,0,0,4,4,3,0,3,0,0,10,0,0,0,0,3,0,3,0,0,11,0,0,7,66,27,62,43,14,5,218,0,3,0,14,5,3,0,0,0,27,3,0,4,17,7,4,0,0,0,30,0,0,0,0,0,3,0,0,0,7,0,0,0,3,3,4,3,6,0,23,0,3,0,3,0,3,0,3,0,15,0,3,4,42,36,24,0,0,4,113,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,24,85,53,43,39,20,20,287,30,28,47,107,54,44,30,23,27,381,422,829,1050,2094,1017,855,578,359,165,7364
POA2137,0,0,3,9,8,3,0,0,0,27,3,11,7,107,21,34,9,4,0,194,0,0,0,26,9,9,6,3,9,57,0,0,0,20,11,8,20,11,4,79,0,12,7,25,4,16,10,4,3,79,0,3,18,64,22,26,20,6,0,168,0,0,0,0,4,5,3,3,0,20,0,0,4,43,19,24,18,12,6,125,6,0,0,39,8,11,3,0,0,63,0,8,3,53,10,10,6,0,0,84,0,0,0,3,4,3,3,0,0,18,0,0,3,20,31,18,13,3,3,84,8,15,13,31,12,5,16,4,0,98,0,3,12,119,63,27,17,3,0,255,0,0,0,3,3,3,0,3,0,17,0,0,0,5,6,0,0,3,0,21,7,31,34,286,141,108,106,63,42,817,65,99,191,479,192,154,134,77,32,1426,1524,2957,3075,7772,3691,3131,2335,1389,635,26507
POA2138,0,0,0,0,0,0,0,0,0,4,0,10,12,156,36,27,11,0,0,259,0,0,0,10,8,6,3,3,3,42,0,0,3,6,3,10,8,3,3,35,10,3,11,37,7,3,0,3,0,71,4,7,5,36,13,8,4,0,0,76,0,0,3,9,9,3,3,3,0,27,0,0,8,68,23,11,13,14,0,135,6,3,21,88,10,10,0,0,0,134,0,7,5,52,7,8,3,0,0,79,0,0,0,6,0,0,0,0,0,11,0,0,3,18,10,4,6,0,0,44,9,17,7,24,7,4,5,0,0,68,0,0,18,68,27,20,10,0,0,143,0,0,0,3,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,8,43,75,82,431,67,49,40,29,8,825,63,97,180,494,89,76,61,24,4,1096,1373,1551,3243,8903,1804,1568,950,441,181,20023
POA2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,11,0,0,3,12,9,15,4,3,5,57
POA2140,0,0,4,3,0,0,0,0,0,16,3,19,22,200,40,25,7,3,0,310,0,0,0,8,0,3,0,0,0,23,0,0,0,5,0,0,0,0,0,9,4,3,7,26,4,7,9,3,0,56,0,0,0,18,0,4,0,3,0,31,0,0,0,3,0,0,4,0,0,5,3,37,81,256,129,100,47,27,9,678,0,4,14,56,6,4,0,0,0,86,0,0,31,101,14,0,0,0,0,147,0,0,0,0,0,0,3,0,0,4,0,0,0,5,11,8,13,3,0,34,3,3,4,15,4,0,0,0,0,31,0,3,21,95,52,76,25,17,6,306,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,14,5,26,58,165,37,36,18,19,6,363,96,91,255,750,122,105,42,21,7,1494,1141,1307,2397,7665,1531,1181,525,312,102,16167
POA2141,0,0,0,7,0,4,0,0,0,13,4,29,38,324,127,110,59,15,3,707,0,0,0,0,0,3,7,7,6,24,0,0,0,3,7,7,5,3,0,30,0,3,21,25,7,13,4,3,0,69,0,0,11,14,10,4,0,0,0,44,0,0,0,0,10,4,5,3,0,26,0,11,42,244,135,139,67,28,8,665,0,3,31,224,12,19,6,0,0,288,0,4,28,95,6,12,0,0,0,153,0,0,0,4,4,9,3,4,0,27,0,0,13,108,104,86,52,14,5,392,3,11,12,19,0,0,0,0,0,55,6,10,55,440,481,584,219,90,34,1917,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,4,0,0,0,12,10,40,117,364,192,154,106,55,36,1063,73,137,215,540,173,204,123,55,25,1549,1791,2691,4231,10127,3556,3296,1679,916,377,28675
POA2142,0,0,0,0,0,0,0,0,0,9,4,40,59,372,103,97,50,10,4,744,0,0,0,8,0,4,3,4,4,31,0,0,0,3,0,3,4,3,0,19,0,0,0,3,6,3,3,3,0,17,0,0,3,10,3,9,3,0,0,27,0,0,0,3,0,3,3,3,0,13,0,3,9,93,22,30,19,11,4,204,0,0,11,55,0,4,3,0,0,72,0,3,9,37,7,6,4,0,0,72,0,0,0,0,0,4,3,0,3,12,0,3,16,103,94,63,44,9,6,336,3,3,7,17,3,3,0,0,0,40,0,4,21,101,90,99,55,17,11,402,0,0,0,0,3,0,3,3,0,13,0,4,3,12,0,0,0,0,0,22,8,61,142,550,184,130,104,39,12,1225,162,224,273,899,281,210,163,70,20,2302,2234,3035,3530,10450,2667,2173,1350,658,206,26292
POA2143,0,0,0,0,0,0,0,0,0,3,0,4,11,37,28,15,15,3,0,113,0,0,0,0,4,8,9,3,6,26,0,0,0,0,0,4,6,0,0,19,0,0,0,4,3,3,0,0,0,14,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,6,36,15,15,4,0,0,86,0,0,0,18,0,5,0,0,0,30,0,0,7,15,4,3,0,0,0,27,0,0,0,3,9,6,10,6,3,34,0,0,0,4,7,7,13,3,0,40,0,3,3,10,0,3,0,0,0,19,4,9,53,270,269,287,92,28,10,1023,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,25,48,178,92,60,45,27,12,485,32,50,63,149,59,58,40,30,16,489,597,1174,1289,2535,1159,1096,609,321,138,8921
POA2144,0,0,0,0,0,0,3,0,0,5,0,18,41,172,105,90,37,18,3,475,0,0,6,3,0,4,0,5,8,31,0,0,0,4,0,3,9,0,3,25,3,7,3,10,5,4,0,3,0,29,0,0,0,14,3,0,4,0,0,26,0,0,0,0,3,0,4,4,0,20,0,30,76,375,110,55,41,20,9,713,3,0,40,280,16,6,5,0,0,345,0,3,18,79,13,5,3,0,0,123,0,0,0,0,0,5,3,0,0,16,6,23,80,465,512,308,182,102,20,1688,0,7,10,6,0,3,0,0,0,21,0,0,20,161,216,232,92,33,11,770,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,45,141,214,602,238,158,116,64,47,1627,166,219,352,798,224,205,124,101,39,2220,2885,4362,6018,13856,3975,3066,1734,989,484,37366
POA2145,0,0,0,9,4,0,0,0,0,22,11,72,109,620,279,213,99,20,18,1443,0,0,0,47,17,45,17,15,11,156,0,4,0,13,10,29,39,18,15,134,11,37,22,52,18,17,10,8,0,161,0,5,18,57,33,27,12,7,4,163,0,0,0,9,13,15,22,12,0,63,21,187,284,1690,684,403,221,140,28,3653,0,3,0,24,8,8,6,0,0,48,3,10,22,96,21,25,7,0,0,183,0,0,0,12,4,6,0,6,0,26,0,0,18,128,103,90,50,12,5,407,16,52,13,45,10,9,3,0,0,148,3,10,11,146,86,89,32,10,3,390,0,0,0,7,3,6,6,3,0,26,0,4,16,36,12,0,0,0,0,71,29,159,215,875,415,310,261,183,68,2520,356,482,404,1620,523,494,381,285,159,4689,6504,10471,8423,27504,8772,7251,5685,3171,1424,79211
POA2146,0,0,0,3,0,0,0,0,0,9,4,18,35,138,76,59,41,13,5,388,0,0,0,7,6,15,5,6,4,44,0,0,0,3,10,11,14,16,0,47,3,7,3,8,0,4,8,6,0,39,0,0,4,15,7,9,12,3,0,49,0,0,0,0,6,3,3,0,0,16,8,52,92,532,177,102,59,21,6,1053,0,0,0,15,0,0,0,0,0,20,0,0,0,35,3,5,0,5,0,45,0,0,0,4,0,0,0,0,0,4,0,0,4,8,16,10,10,3,0,51,3,11,0,18,5,0,0,0,0,38,0,0,0,28,16,21,6,0,0,69,0,0,0,0,0,0,8,0,0,5,0,0,0,3,3,0,0,0,0,4,0,44,42,131,78,73,54,35,15,471,51,69,105,282,90,106,74,45,17,836,1266,2297,2064,5598,2113,1830,1394,703,199,17465
