POA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
POA2171,..,21,47,13,6,4,11,14,0,8,113,..,28,135,22,18,40,34,15,6,14,309,..,0,0,0,0,0,3,9,10,3,29,..,0,0,0,0,0,0,0,0,0,0,..,28,135,22,17,43,34,22,11,22,341,..,0,0,0,0,0,0,0,0,0,0,..,47,183,33,26,46,42,38,17,25,456,69,66,41,5,8,0,3,0,3,3,195,179,276,173,30,27,22,25,26,11,13,778,3,4,3,0,4,9,8,3,13,0,42,0,3,0,0,0,0,0,0,0,0,5,180,280,176,33,30,30,30,31,22,12,823,0,0,0,0,0,0,0,0,0,0,3,247,342,215,38,34,32,35,32,24,18,1021,260,48,27,9,5,7,3,7,3,9,371,792,363,315,54,42,34,20,22,15,20,1676,8,10,51,14,8,13,6,11,12,0,132,3,0,0,0,0,0,0,0,0,3,7,807,373
POA2172,..,4,6,0,0,0,0,0,0,0,15,..,3,8,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,8,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,9,16,0,0,0,0,0,0,0,26,0,7,3,0,0,0,0,0,0,0,14,6,3,4,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,9,12,5,0,3,3,0,0,0,0,31,13,4,10,0,3,0,0,0,0,3,36,20,7,8,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,7
POA2173,..,6,45,8,12,6,7,7,3,4,93,..,16,57,10,15,31,18,4,12,6,160,..,0,0,0,0,4,0,8,5,0,21,..,0,0,0,0,0,0,0,0,0,0,..,16,55,10,17,33,18,12,20,6,186,..,0,0,0,0,0,0,0,0,0,0,..,24,97,24,24,32,24,17,26,10,273,30,36,23,0,3,0,3,3,0,0,100,39,77,56,11,18,8,15,7,15,9,238,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,39,78,54,11,18,8,13,7,15,9,249,0,0,0,0,0,0,0,0,0,0,0,67,113,74,11,21,13,13,11,15,13,347,91,26,30,9,0,3,3,3,3,3,172,163,100,140,22,26,20,22,21,6,5,526,0,0,0,0,0,4,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,163,102
POA2174,..,4,9,3,0,0,3,3,0,0,24,..,3,17,7,6,3,0,0,0,3,45,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,5,22,7,6,3,0,0,0,4,44,..,0,0,0,0,0,0,0,0,0,0,..,8,27,7,6,3,3,4,0,4,67,11,7,0,0,0,0,0,3,0,0,22,11,31,18,3,8,0,7,9,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,19,3,8,0,7,6,4,3,96,0,0,0,0,0,0,0,0,0,0,0,26,37,17,3,8,0,7,11,4,3,120,25,3,9,4,0,0,0,0,0,0,42,38,31,75,12,6,13,0,3,0,0,176,0,0,6,0,0,0,0,4,0,0,6,0,0,3,0,0,0,0,0,0,0,3,43,31
POA2175,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,3,13,5,0,0,0,0,0,0,0,0,0,10,10,3,4,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,3
POA2176,..,12,26,13,3,21,11,4,3,8,102,..,78,169,44,60,90,64,75,16,25,625,..,0,0,0,10,10,6,25,61,26,139,..,0,4,0,0,0,0,0,3,0,9,..,82,178,44,75,99,78,100,78,48,776,..,0,0,0,0,0,0,0,0,3,8,..,94,202,56,79,120,82,106,77,59,878,41,32,29,7,3,10,5,4,3,3,142,249,339,316,75,87,130,80,75,38,30,1402,0,0,3,0,8,26,19,27,52,16,149,0,0,3,0,0,0,3,0,0,0,10,249,340,319,76,93,155,98,104,83,41,1556,0,0,0,0,0,0,0,0,0,3,3,293,370,349,86,100,164,100,106,92,50,1702,148,28,20,4,0,12,5,8,3,11,237,889,378,377,62,57,75,36,45,22,34,1975,14,38,97,27,32,63,35,40,33,10,392,5,8,0,0,0,0,0,0,0,0,16,907,418
POA2177,..,3,12,0,4,0,0,3,0,6,31,..,27,60,21,13,13,11,35,7,8,193,..,0,0,0,0,0,3,9,13,4,29,..,0,0,0,0,0,0,0,0,0,0,..,27,62,21,15,13,19,43,16,13,226,..,0,0,0,0,0,0,0,0,0,0,..,31,69,19,22,13,17,51,16,18,260,14,19,8,0,0,4,0,6,0,3,50,84,114,92,13,6,24,18,16,8,11,383,0,0,3,4,3,7,3,11,17,4,55,3,0,3,0,0,0,0,0,0,0,3,88,116,96,13,13,32,20,33,22,14,436,0,0,0,0,0,0,0,0,0,0,0,102,131,97,17,13,39,20,31,23,12,494,64,7,5,0,0,0,0,3,0,8,91,372,104,129,22,19,25,12,12,6,22,715,15,16,59,22,17,14,14,17,12,6,190,0,3,0,0,0,0,0,0,0,0,5,387,127
POA2178,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,3,3,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,3,3,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,3,4,18,0,0,0,0,0,0,0,0,0,0,4,8,8,8,0,0,3,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,8,10,0,4,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,8,8,12,0,4,3,0,0,0,0,37,6,0,0,0,3,0,0,0,0,0,13,31,7,8,0,4,6,3,3,0,0,63,0,3,0,3,0,3,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,33,13
POA2179,..,0,4,0,0,0,0,0,0,0,12,..,3,9,4,0,7,0,0,0,0,30,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,9,4,0,7,3,0,3,0,30,..,0,0,0,0,0,0,0,0,0,0,..,4,17,4,0,7,3,0,5,0,43,5,3,3,0,0,0,0,0,0,0,18,7,9,9,3,3,7,3,0,0,5,46,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,9,9,3,3,7,3,3,3,5,49,0,0,0,0,0,0,0,0,0,0,0,9,18,10,3,3,7,3,3,3,4,66,23,11,5,5,0,3,0,0,0,0,42,66,33,54,13,9,6,6,4,0,0,186,0,4,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,66,37
POA2190,..,11,25,0,0,3,0,0,0,6,55,..,35,108,22,23,21,31,28,8,17,289,..,0,3,0,3,4,3,19,19,8,59,..,0,0,0,0,0,0,0,0,0,4,..,35,109,22,24,31,35,48,31,28,359,..,0,0,0,0,0,0,0,0,0,3,..,40,136,22,25,35,38,54,30,37,415,21,27,16,0,4,0,3,0,0,4,79,102,146,109,20,10,32,22,27,14,20,494,0,0,3,3,8,3,3,11,3,3,38,0,0,0,0,0,0,0,0,0,0,9,101,148,117,25,20,36,25,37,15,28,535,0,0,0,0,0,0,0,0,0,0,3,118,179,131,26,22,32,28,34,16,34,616,60,18,20,6,3,0,7,0,3,6,126,265,157,220,45,22,40,29,20,19,23,841,6,18,39,13,16,16,19,10,10,6,146,3,0,3,0,0,0,0,0,0,0,8,273,174
POA2191,..,0,5,0,0,0,0,0,0,0,8,..,0,13,3,4,3,7,3,0,4,42,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,16,3,4,3,6,0,0,4,46,..,0,0,0,0,0,0,0,0,0,0,..,3,17,4,6,3,6,7,0,4,54,5,5,8,0,5,0,0,0,0,0,21,15,20,20,4,3,7,9,3,9,3,90,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,15,20,20,5,3,11,9,3,14,3,101,0,0,0,0,0,0,0,0,0,0,0,22,24,25,5,4,11,9,6,14,7,120,23,4,10,3,0,0,0,0,0,0,53,65,37,43,3,0,8,9,8,0,3,183,0,3,7,0,3,3,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,68,36
POA2192,..,8,18,0,5,7,3,4,3,0,52,..,10,40,3,18,17,16,21,10,7,145,..,0,0,0,3,0,4,9,4,3,22,..,0,0,0,0,0,0,0,0,0,0,..,10,40,3,17,17,19,35,19,11,169,..,0,0,0,0,0,0,0,0,3,4,..,17,58,4,21,22,20,39,21,15,228,17,20,13,0,0,0,8,5,0,3,70,48,49,78,12,21,30,43,48,21,9,368,0,0,7,0,4,8,5,11,5,3,46,0,0,0,0,0,0,0,0,0,0,3,53,51,86,12,27,36,50,62,30,19,421,0,0,0,0,0,0,0,0,0,0,0,66,69,95,19,29,34,55,66,31,20,486,41,17,29,10,12,9,8,0,3,3,128,154,111,280,41,54,53,82,65,39,21,906,3,8,24,6,15,10,18,9,9,0,104,0,0,3,0,0,0,0,0,0,0,7,160,114
POA2193,..,10,16,6,0,0,0,7,3,5,49,..,11,19,12,14,5,14,15,5,9,102,..,0,0,0,3,0,0,3,8,0,19,..,0,0,0,0,0,0,0,0,0,0,..,11,19,12,17,7,11,16,15,7,122,..,0,0,0,0,0,0,0,0,0,0,..,25,32,17,17,7,14,26,20,9,166,15,24,3,0,0,5,3,8,3,8,75,20,47,54,21,18,38,53,54,46,11,359,0,0,0,0,3,3,10,16,13,4,46,0,0,0,0,0,0,0,0,0,0,3,20,47,54,21,16,41,62,69,56,20,402,0,0,0,0,0,0,0,0,0,0,0,34,65,56,21,23,44,61,79,61,30,481,70,13,39,13,11,18,11,9,3,3,187,112,102,282,45,42,62,61,87,36,22,847,0,5,34,6,5,17,12,14,6,7,110,4,0,0,0,0,0,0,0,0,0,4,112,112
POA2194,..,10,25,4,4,11,3,7,0,10,80,..,32,135,34,52,53,35,27,21,16,400,..,0,4,0,8,14,15,34,27,19,122,..,0,0,0,0,0,0,4,0,0,7,..,32,134,33,58,71,50,73,47,35,527,..,0,0,0,0,0,0,0,0,3,3,..,47,158,40,62,81,57,81,44,43,609,32,29,16,8,3,3,7,19,8,3,122,84,159,195,46,96,132,220,251,203,54,1448,0,9,23,10,20,34,41,41,39,25,240,0,0,0,3,0,0,0,0,0,0,6,84,166,217,62,121,166,259,294,244,86,1698,0,0,0,0,0,0,0,0,0,3,3,111,197,234,66,127,169,272,307,253,92,1819,97,28,58,9,13,8,23,10,9,9,268,293,341,1390,131,206,224,292,269,148,73,3367,9,43,172,35,38,79,83,76,30,24,597,3,4,6,3,4,5,0,0,0,0,27,308,390
POA2195,..,9,42,8,8,21,17,13,11,15,141,..,59,303,65,90,139,132,97,31,43,963,..,0,3,6,16,37,39,86,76,22,282,..,0,0,0,0,0,0,0,0,3,3,..,59,309,71,103,170,168,185,113,72,1250,..,0,0,0,0,0,0,4,3,4,9,..,69,347,78,115,189,185,205,132,91,1402,16,31,12,3,6,8,11,19,18,9,127,118,205,205,35,99,165,191,216,118,49,1397,0,4,3,10,32,59,21,34,15,8,185,0,3,0,0,3,3,3,0,3,0,21,118,210,211,48,127,229,216,248,140,60,1599,0,0,3,0,0,0,0,3,3,4,7,133,237,224,52,130,234,222,270,153,66,1737,38,20,52,12,12,14,14,11,17,8,200,245,397,1199,211,271,379,333,323,157,76,3580,6,24,118,39,93,195,60,49,16,20,627,3,9,5,0,0,6,4,7,0,0,29,251,431
POA2196,..,10,36,3,8,12,12,17,0,7,112,..,46,110,34,41,54,50,28,10,28,403,..,0,0,0,4,20,14,18,19,8,85,..,0,0,0,0,0,0,0,0,0,5,..,46,116,34,47,72,70,43,37,39,496,..,0,0,0,0,0,0,0,0,3,4,..,55,154,40,57,81,81,59,37,49,611,32,40,20,3,3,6,16,11,6,4,140,100,185,159,40,56,89,98,99,55,35,909,0,4,3,3,9,23,13,19,17,3,92,0,0,3,0,0,0,0,0,3,0,10,97,196,168,44,57,107,109,118,72,38,1013,0,0,0,0,0,0,0,0,0,0,3,130,235,190,45,64,114,127,128,79,40,1152,95,35,46,4,11,6,17,11,9,7,241,350,282,568,118,124,138,114,114,60,53,1918,4,24,70,21,24,40,24,25,20,8,273,0,3,0,0,0,0,0,3,0,0,15,362,307
POA2197,..,4,6,0,0,0,5,0,0,0,19,..,13,15,15,7,10,5,7,0,3,70,..,0,0,0,0,0,0,0,3,0,10,..,0,0,0,0,0,0,0,0,0,0,..,12,15,15,7,14,4,13,3,4,81,..,0,0,0,0,0,0,0,0,0,0,..,17,20,15,7,12,14,13,7,4,98,10,17,3,0,0,3,3,0,0,0,42,28,46,36,7,3,13,21,13,0,4,167,0,0,0,3,0,5,7,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,28,46,39,13,3,20,32,12,3,4,190,0,0,0,0,0,0,0,0,0,0,0,33,62,36,13,5,25,33,14,3,3,227,22,7,3,3,0,4,3,3,0,4,46,95,62,80,16,13,13,11,11,4,5,309,7,4,24,0,3,12,6,8,0,0,56,0,0,0,0,0,0,0,0,0,0,0,103,65
POA2198,..,0,0,0,0,4,0,0,0,3,16,..,8,15,3,7,3,10,10,4,3,66,..,0,0,0,0,0,6,0,9,0,13,..,0,0,0,0,0,0,0,0,0,0,..,8,15,3,4,3,12,16,11,3,83,..,0,0,0,0,0,0,0,0,0,0,..,11,14,5,4,13,15,12,12,6,98,9,0,4,0,0,0,0,0,0,0,12,14,23,18,5,8,7,9,3,6,4,99,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,14,23,23,5,7,7,10,3,14,4,111,0,0,0,0,0,0,0,0,0,0,0,24,21,22,5,7,6,10,3,14,4,121,30,4,4,0,0,0,0,0,0,0,43,70,46,65,7,3,8,11,10,3,5,224,0,4,7,0,3,3,3,6,3,4,35,0,0,0,0,0,0,0,0,0,0,0,75,50
POA2199,..,4,17,6,3,14,11,0,0,5,58,..,22,44,18,22,24,19,17,6,16,190,..,0,0,0,0,3,5,6,8,3,33,..,0,0,0,3,0,0,0,0,0,6,..,22,44,18,24,29,28,26,23,14,225,..,0,0,0,0,0,0,0,0,0,0,..,28,63,22,27,40,39,26,23,22,283,16,26,7,0,0,3,6,0,3,0,72,40,83,98,20,38,29,31,29,18,17,397,0,3,10,3,4,9,6,16,8,11,62,0,0,0,0,0,0,0,0,0,0,3,40,89,111,25,41,29,36,42,22,26,467,0,0,0,0,0,0,0,0,0,0,0,56,115,123,29,44,38,40,46,26,27,534,47,9,14,0,0,3,5,6,0,3,92,209,153,246,36,38,38,44,31,18,26,841,5,16,74,13,19,28,10,13,9,3,193,0,3,5,0,0,0,0,0,0,0,6,213,178
POA2200,..,13,35,15,12,9,18,7,8,16,123,..,68,198,59,65,96,98,88,37,27,738,..,0,0,5,8,14,35,61,52,22,199,..,0,0,0,0,4,0,3,0,3,14,..,68,198,62,73,113,134,153,88,53,947,..,0,3,0,0,0,0,0,0,0,6,..,81,236,75,83,121,157,163,98,66,1084,35,61,31,8,11,7,7,12,7,14,190,176,297,304,76,110,121,152,134,78,47,1499,3,3,19,3,26,59,66,49,31,28,285,0,0,7,3,3,0,0,0,0,0,16,177,308,335,88,132,186,213,176,115,78,1798,0,0,0,0,0,0,0,0,0,3,3,214,370,364,91,140,193,221,187,113,92,1994,126,36,52,15,11,16,18,15,14,10,311,594,487,1008,140,180,218,224,211,87,71,3243,8,60,230,41,52,86,58,69,30,33,664,6,3,3,0,0,3,0,3,3,3,26,607,549
POA2203,..,6,25,3,3,6,7,9,9,3,66,..,3,10,5,12,7,7,0,5,5,64,..,0,0,0,0,0,5,3,9,8,23,..,0,0,0,0,0,0,0,0,0,0,..,3,10,5,12,7,16,4,15,11,90,..,0,0,0,0,0,0,0,0,0,0,..,11,37,14,19,18,21,11,17,16,154,28,25,16,4,0,3,10,3,4,4,96,13,29,18,8,13,11,20,26,14,9,167,0,0,3,0,3,4,0,3,3,7,22,0,0,0,0,0,0,0,0,0,0,3,13,29,22,15,11,13,19,31,18,13,191,0,0,0,0,0,0,0,0,0,0,0,41,48,42,14,15,17,24,36,21,21,283,98,27,67,26,16,13,23,12,3,8,297,87,51,142,21,33,32,43,37,22,14,487,3,3,11,0,3,6,3,9,6,0,41,0,0,3,0,0,0,0,0,0,0,4,93,53
POA2204,..,9,39,5,7,9,3,3,0,5,75,..,7,41,10,16,16,12,23,7,4,135,..,0,0,0,0,5,3,13,7,3,35,..,0,0,0,0,0,0,0,0,0,0,..,5,38,10,16,21,17,32,14,9,166,..,0,0,0,0,0,0,0,0,0,0,..,11,81,15,17,26,22,38,15,15,245,37,33,18,0,8,10,20,15,17,7,167,36,48,59,21,31,45,59,65,68,16,449,0,0,6,0,5,13,15,10,19,3,71,0,0,0,0,0,0,0,0,0,0,0,36,48,69,23,35,57,67,80,88,21,520,0,0,0,0,0,0,0,0,0,0,0,81,83,89,26,40,67,88,88,103,24,686,175,75,155,66,55,65,34,35,29,30,712,196,125,325,46,82,84,108,110,47,28,1152,3,8,31,7,13,18,13,25,15,12,142,0,0,0,0,0,4,0,0,0,0,6,196,127
POA2205,..,6,16,3,0,5,0,7,9,0,54,..,3,21,7,12,15,19,23,4,8,112,..,0,0,0,3,0,6,37,29,20,88,..,0,0,0,0,0,0,0,0,0,3,..,3,21,13,15,15,23,57,31,35,212,..,0,0,0,0,0,0,3,0,0,4,..,10,35,16,15,22,23,66,38,34,264,16,19,16,9,5,13,15,32,20,4,153,43,58,163,74,92,124,185,283,145,73,1242,0,3,10,6,7,9,29,52,45,7,161,0,3,0,0,0,4,0,0,5,0,11,44,64,167,83,101,133,210,334,197,82,1413,0,0,0,0,0,0,0,0,0,0,0,58,88,187,87,105,152,226,365,214,86,1568,157,52,117,35,50,52,45,59,29,20,616,259,421,1000,184,185,253,320,336,179,71,3207,0,23,42,10,29,22,47,81,82,30,372,0,3,0,0,0,0,0,0,3,0,8,259,446
POA2206,..,4,19,8,3,10,3,0,0,3,42,..,7,15,4,5,8,4,0,4,7,64,..,0,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,7,15,4,5,11,4,3,4,8,65,..,0,0,0,0,0,0,0,0,0,0,..,8,35,12,11,22,7,3,4,13,109,15,20,3,0,0,0,3,3,3,4,56,25,23,40,11,12,8,13,26,4,10,178,0,0,0,0,0,0,9,13,11,3,31,0,0,0,0,0,0,0,3,0,0,3,25,23,40,11,17,8,22,38,14,15,211,0,0,0,0,0,0,0,0,0,0,0,39,46,42,10,15,8,22,43,16,19,264,51,12,32,9,7,7,3,4,3,6,133,97,53,66,13,26,22,11,23,7,10,326,0,0,9,3,4,3,0,7,5,9,40,0,0,0,0,0,0,0,0,0,0,0,98,53
POA2207,..,16,33,15,6,8,14,5,5,3,93,..,20,62,12,15,29,15,15,15,12,201,..,0,0,0,3,3,8,14,9,7,42,..,0,0,0,0,0,0,0,0,3,3,..,25,60,10,21,31,22,21,26,14,246,..,0,0,0,0,0,0,0,0,0,0,..,42,88,23,27,42,39,30,35,20,345,27,36,27,4,4,6,3,11,4,10,127,46,88,85,18,32,32,43,69,71,27,502,0,0,4,3,4,6,3,15,14,5,52,0,0,0,0,0,0,0,0,0,0,0,46,87,84,21,36,44,48,76,86,34,558,0,0,0,0,0,0,0,0,0,0,3,74,119,110,23,38,47,54,88,91,40,690,101,26,50,16,11,15,8,3,6,4,247,293,184,371,58,60,85,94,76,51,34,1310,0,11,30,8,5,14,14,17,16,8,122,0,0,0,0,0,0,0,0,0,0,5,298,197
POA2208,..,3,10,3,3,3,0,0,0,8,33,..,3,19,5,14,10,8,7,5,9,77,..,0,0,3,0,3,0,4,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,3,19,8,14,12,9,9,4,13,94,..,0,0,0,0,0,0,0,0,0,0,..,14,35,9,14,13,9,11,4,15,126,11,14,8,0,0,4,3,0,0,3,44,27,39,34,10,11,17,24,29,20,7,219,0,0,0,0,0,0,3,9,11,3,31,0,0,0,0,0,0,0,0,0,0,0,27,44,30,9,18,22,25,34,31,11,254,0,0,0,0,0,0,0,0,0,0,0,40,57,44,13,18,26,27,37,34,15,300,35,15,20,5,0,8,7,11,0,10,108,128,79,105,14,25,21,25,23,11,11,441,0,5,13,4,0,7,8,7,3,3,58,0,0,3,0,0,0,0,0,0,0,6,130,83
