POA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
POA2134,3,5,0,0,0,3,501,216,41,61,22,17,16,10,12,10,44,448,3,0,0,0,0,0,0,0,0,0,10,675,63,70,24,15,24,13,11,17,45,958,0,0,0,0,0,0,0,0,0,0,3,785,67,71,25,15,24,13,11,17,53,1078,91,3,0,0,0,0,0,0,0,0,104,263,7,4,0,4,3,0,0,3,4,286,151,18,21,3,8,5,5,6,10,20,251,3,0,0,0,0,0,0,0,0,0,8,416,27,25,3,14,12,8,6,7,28,544,0,0,0,0,0,0,0,0,0,0,0,507,27,24,3,14,12,11,6,7,32,642,45,0,0,0,0,0,0,0,0,3,47,165,3,5,0,0,0,0,3,0,8,179,217,21,14,3,0,0,0,0,0,10,282,3,0,0,0,0,0,0,0,0,3,6,386,21,18,3,0,0,0,3,3,26,471,0,0,0,0,0,0
POA2135,3,6,4,0,4,22,1039,262,63,39,14,15,21,12,4,9,26,459,6,0,0,0,0,0,0,0,0,0,10,1204,104,57,15,16,28,11,4,13,46,1503,0,0,0,0,0,0,0,0,0,0,0,1392,112,62,15,17,28,11,7,13,54,1708,198,0,0,0,0,0,0,3,0,14,210,613,10,5,0,3,0,0,3,0,17,648,169,23,26,4,0,3,6,3,9,17,262,6,0,0,0,0,0,0,0,0,0,5,785,32,25,4,7,7,10,10,4,34,915,0,0,0,0,0,0,0,0,0,0,0,980,32,25,4,4,7,10,10,4,43,1125,122,0,0,0,0,0,0,0,0,0,125,320,9,0,0,0,0,0,0,0,13,337,211,18,15,0,9,3,4,0,0,21,284,3,0,0,0,0,0,0,0,0,0,5,533,29,17,3,6,3,4,0,0,30,626,0,0,0,0,0,0
POA2136,0,0,0,0,0,4,347,92,9,4,0,3,3,3,0,0,6,132,3,0,0,0,0,0,0,0,0,0,3,415,24,13,0,3,3,8,0,0,16,477,0,0,0,0,0,0,0,0,0,0,0,489,24,16,3,3,3,8,0,0,15,558,86,3,0,0,0,0,0,0,0,0,89,221,0,3,0,0,0,0,0,0,11,240,67,4,3,0,0,3,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,296,4,8,0,3,3,3,0,0,14,329,0,0,0,0,0,0,0,0,0,3,3,376,12,8,0,3,3,3,0,0,24,423,28,0,0,0,0,0,0,0,0,0,34,123,0,0,0,0,0,0,0,0,0,128,63,7,3,0,0,6,0,3,0,0,87,3,0,0,0,0,0,0,0,0,0,3,190,7,5,0,0,6,0,5,0,4,211,0,0,0,0,0,0
POA2137,4,0,0,0,0,10,760,163,20,29,3,5,5,8,3,3,22,265,6,0,0,0,0,0,0,0,0,0,6,886,42,30,8,12,10,4,3,3,29,1034,0,0,0,0,0,0,0,0,0,0,0,1271,55,49,14,12,10,4,5,3,34,1463,349,6,3,0,0,0,0,0,4,7,373,591,3,4,0,0,0,0,0,0,11,610,169,11,22,0,3,3,3,7,3,13,225,0,0,0,0,0,0,0,0,0,0,3,764,12,21,0,3,3,3,5,3,23,841,0,0,0,0,0,0,0,0,0,0,0,1110,23,28,0,8,3,3,5,5,35,1215,139,3,0,0,3,0,0,0,0,3,147,392,3,4,0,0,0,0,4,0,6,413,250,11,5,0,0,0,0,0,0,7,281,0,0,0,0,0,0,0,0,0,0,3,645,13,6,0,0,0,3,3,3,17,697,0,0,0,0,0,0
POA2138,7,0,3,3,6,7,433,103,37,36,19,22,19,22,21,21,62,364,4,0,0,0,0,0,0,3,0,3,13,472,55,59,26,25,16,27,29,28,68,813,0,0,0,0,0,0,0,0,0,0,0,613,69,60,30,34,17,27,34,28,70,983,113,3,0,0,0,0,0,0,0,5,117,246,8,0,0,0,0,0,3,0,13,278,107,8,12,5,4,4,0,10,5,6,167,0,0,0,0,0,0,0,0,0,0,3,357,15,13,4,4,6,3,15,9,18,440,0,0,0,0,0,0,0,0,0,0,0,465,16,16,4,4,6,3,15,9,25,562,50,0,0,0,0,0,0,0,0,0,55,119,0,3,0,0,0,0,0,0,7,129,73,6,4,0,0,0,0,0,0,4,97,3,0,0,0,0,0,0,0,0,0,3,190,9,7,0,0,0,0,0,0,15,226,0,0,0,0,0,0
POA2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2140,3,3,3,0,3,10,400,215,29,46,21,13,14,11,11,14,32,407,0,0,0,0,0,0,0,0,0,0,3,534,68,59,27,16,17,17,14,23,45,811,0,0,0,0,0,0,0,0,0,0,3,603,76,59,27,16,17,17,14,23,47,891,46,4,0,0,0,0,0,0,0,0,58,143,8,3,0,5,0,7,0,0,5,170,78,20,23,4,5,7,10,5,0,14,169,0,0,0,0,0,0,0,0,0,0,0,227,32,32,4,7,7,20,7,4,17,343,0,0,0,0,0,0,0,0,0,0,0,271,31,33,4,7,7,20,7,4,17,394,23,0,5,0,0,0,0,0,0,0,30,71,4,3,0,0,0,0,0,0,3,78,98,15,15,0,0,3,0,0,0,4,133,0,3,0,0,0,0,0,0,0,0,4,163,20,17,0,0,3,0,0,0,7,217,0,0,0,0,0,0
POA2141,4,6,7,6,3,25,1253,790,117,96,19,33,15,23,15,27,54,1194,17,3,0,0,0,0,0,0,0,0,18,1908,180,136,29,36,26,27,21,27,82,2468,0,0,0,0,0,0,0,0,0,0,3,2090,200,138,29,39,26,27,21,27,86,2676,117,0,0,0,0,0,3,0,0,3,126,546,15,9,0,0,0,0,0,0,12,585,446,24,35,15,3,8,18,14,7,22,595,11,0,0,0,0,0,0,0,0,0,11,1001,46,39,18,3,8,15,12,7,31,1191,0,0,0,0,0,0,0,0,0,0,0,1121,42,40,18,3,8,16,16,10,33,1319,54,0,0,0,0,0,0,0,0,5,64,217,0,11,0,0,0,0,0,0,4,235,293,27,19,0,3,3,4,0,4,16,374,0,0,0,0,0,0,0,0,0,0,0,521,30,34,0,3,3,4,0,4,21,613,0,0,0,0,0,0
POA2142,4,0,7,4,5,30,793,303,46,54,20,17,18,6,9,17,46,535,7,0,0,0,0,0,0,0,0,0,10,1000,85,79,22,18,18,13,14,16,71,1336,0,0,0,0,0,0,0,0,0,3,3,1147,89,79,25,18,18,13,14,19,69,1487,104,0,3,0,0,0,0,0,0,0,114,363,7,15,0,0,0,3,0,0,11,396,293,26,22,19,5,3,12,0,4,19,398,7,0,0,0,0,0,0,0,0,3,12,658,38,30,14,5,3,13,0,4,33,807,0,0,0,0,0,0,0,0,0,4,4,763,38,33,14,5,3,13,0,4,32,920,44,0,0,0,0,0,0,0,0,0,45,126,7,6,0,0,0,0,0,0,3,142,208,17,9,0,0,4,0,0,0,9,251,0,0,0,0,0,0,0,0,0,0,4,336,22,15,0,0,3,0,0,0,10,396,0,0,0,0,0,0
POA2143,3,0,0,0,0,9,406,225,39,31,8,3,8,3,3,0,20,327,0,0,0,0,0,0,0,0,0,0,0,598,47,40,6,3,10,3,3,0,27,740,0,0,0,0,0,0,0,0,0,0,0,650,47,40,8,3,10,3,3,3,27,805,64,0,0,0,0,0,0,0,0,0,65,154,3,3,0,0,0,0,0,0,3,174,118,8,12,3,4,3,0,3,3,8,164,3,0,0,0,0,0,0,0,0,0,3,279,12,18,4,6,8,4,3,3,13,340,0,0,0,0,0,0,0,0,0,0,0,344,12,18,4,6,8,4,3,3,11,408,19,0,0,0,0,0,0,0,0,0,20,61,0,0,0,0,0,0,0,0,3,66,73,12,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,137,14,0,0,4,0,0,0,0,3,161,0,0,0,0,0,0
POA2144,3,0,4,3,5,23,1085,773,146,107,36,49,23,32,32,17,54,1267,12,0,0,0,0,0,0,0,0,0,15,1757,196,132,37,47,23,36,31,18,80,2371,6,0,0,0,0,0,0,0,0,0,6,1867,205,136,37,47,23,36,31,18,88,2502,125,0,0,0,0,0,0,0,0,5,131,460,10,12,0,0,0,0,0,0,12,503,563,55,46,14,13,10,12,6,13,34,753,9,0,0,0,0,0,0,0,0,3,10,1030,62,57,10,11,10,12,5,14,51,1269,3,0,0,0,0,0,0,0,0,3,4,1162,62,60,10,11,10,12,6,14,60,1407,49,0,0,0,0,0,0,0,0,3,56,195,3,3,0,0,0,0,0,0,7,213,360,37,27,3,12,0,3,0,0,24,465,4,0,0,0,0,0,0,0,0,0,4,560,42,28,3,13,0,0,0,0,34,682,0,0,0,0,0,0
POA2145,17,8,10,12,24,72,2432,506,76,82,36,20,31,40,33,39,86,952,20,0,0,3,0,0,0,0,0,0,18,2543,260,168,43,39,39,54,44,59,161,3409,0,0,3,0,0,0,0,0,0,3,10,3257,294,177,53,46,41,51,40,60,190,4205,744,14,8,0,0,0,0,0,0,31,807,1411,39,49,4,5,8,4,9,11,51,1595,431,41,84,13,15,17,14,12,12,39,676,18,0,0,0,0,0,0,0,0,0,20,1861,82,131,11,19,23,15,25,27,94,2295,0,0,0,0,0,0,0,0,0,0,0,2609,100,135,13,19,26,19,25,28,127,3099,359,4,4,0,0,0,0,0,0,26,399,694,33,23,3,0,0,0,0,3,22,790,406,39,45,3,9,11,6,5,3,37,559,10,3,0,0,0,0,0,0,0,4,16,1108,70,70,12,11,11,8,8,8,70,1368,0,0,0,0,0,0
POA2146,3,4,0,0,6,12,516,108,12,20,5,6,3,13,13,9,27,211,4,0,0,0,0,0,0,0,0,0,7,522,66,39,8,4,8,14,12,11,36,732,0,0,0,0,0,0,0,0,0,0,3,705,73,44,11,6,8,14,13,11,40,935,224,3,0,0,0,0,0,0,0,4,232,283,19,5,0,8,0,0,4,0,13,330,79,8,27,0,4,4,0,6,4,3,129,3,0,0,0,0,0,0,0,0,0,3,368,27,33,0,9,10,0,10,4,11,465,0,0,0,0,0,0,0,0,0,0,0,590,32,33,0,9,9,0,10,4,18,702,107,0,0,0,0,0,0,0,0,7,112,120,9,7,0,0,0,0,0,0,3,141,63,7,16,0,3,3,0,0,0,5,98,0,0,0,0,0,0,0,0,0,0,3,181,17,25,0,6,3,0,0,0,4,241,0,0,0,0,0,0
POA2147,4,4,0,0,7,19,983,164,30,29,5,9,13,10,6,10,21,289,15,0,0,0,0,0,0,0,0,0,15,1022,97,53,7,18,18,9,12,10,42,1288,3,0,0,0,0,0,0,0,0,0,3,1551,132,68,9,17,18,9,12,10,55,1884,590,15,0,3,0,0,0,3,0,9,616,551,15,9,0,4,0,3,0,5,15,604,152,19,19,3,3,5,10,8,3,12,237,8,4,0,0,0,0,0,0,0,0,11,710,39,29,7,7,4,11,8,6,32,857,3,0,0,0,0,0,0,0,0,3,3,1307,49,37,5,7,4,11,12,6,45,1478,227,0,3,0,0,0,0,0,0,3,234,263,11,6,0,0,3,3,0,0,8,290,136,14,9,0,3,3,0,0,0,5,167,4,0,0,0,0,0,0,0,0,0,4,402,23,10,4,0,3,6,0,3,14,466,3,0,0,0,0,0
POA2148,8,16,8,10,13,54,1961,319,66,93,21,27,29,36,26,28,67,710,17,4,0,0,0,0,0,0,0,0,23,1946,243,155,29,32,41,42,40,40,128,2700,4,0,0,0,0,0,0,0,0,0,7,2675,288,179,33,39,42,38,41,45,160,3539,645,12,14,0,0,0,0,0,0,24,700,1095,49,45,5,4,3,3,8,6,23,1241,321,42,48,15,10,16,17,16,12,15,513,8,3,0,0,0,0,0,0,0,0,16,1421,92,93,20,10,17,17,24,15,47,1766,3,0,0,0,0,0,0,0,0,3,8,2077,108,101,21,11,19,23,24,21,71,2477,358,3,4,0,0,0,0,0,0,11,375,522,12,7,0,3,0,0,0,0,13,566,314,24,19,0,6,4,0,0,0,11,392,7,0,0,0,0,0,0,0,0,0,7,848,40,30,0,10,7,3,3,0,26,961,3,0,0,0,0,0
POA2150,8,9,3,5,13,37,660,210,63,51,17,25,19,20,26,32,56,519,3,3,0,0,0,0,0,0,0,0,8,697,126,87,25,31,29,26,32,41,86,1181,0,0,0,0,0,0,0,0,0,0,0,865,140,96,25,35,29,26,34,47,91,1383,128,3,3,0,0,0,0,0,0,12,145,229,12,15,3,0,0,0,5,8,17,292,149,31,49,9,18,14,15,20,13,36,350,0,0,0,0,0,0,0,0,0,0,0,382,43,63,9,16,13,19,23,18,53,646,0,0,0,0,0,0,0,0,0,0,4,506,45,65,11,16,13,19,23,20,63,792,49,3,3,0,0,0,0,0,0,6,59,93,5,4,0,0,0,0,0,0,6,105,177,25,18,7,0,0,0,5,4,18,263,0,0,0,0,0,0,0,0,0,0,0,269,26,22,7,0,0,0,5,4,27,366,0,0,0,0,0,0
POA2151,0,3,0,0,3,10,625,134,36,25,7,20,13,11,6,6,21,279,0,0,4,0,0,0,0,0,0,0,3,675,92,50,4,20,19,13,6,4,31,907,0,0,0,0,0,0,0,0,0,4,4,952,99,57,11,16,17,12,9,4,37,1223,242,0,4,0,0,0,0,0,0,15,260,280,11,0,0,0,0,3,5,0,17,320,111,21,37,13,10,3,5,3,6,17,224,4,0,0,0,0,0,0,0,0,0,4,393,32,38,13,9,6,9,10,11,28,546,0,0,0,0,0,0,0,0,0,0,5,634,32,43,14,12,6,9,10,11,50,812,100,0,0,0,0,0,0,0,0,8,112,121,3,3,0,0,0,0,0,0,14,142,96,21,4,3,4,0,0,0,0,13,150,3,0,0,0,0,0,0,0,0,0,3,220,21,10,3,4,0,0,0,0,32,293,0,0,0,0,0,0
POA2152,0,0,0,4,0,3,230,50,13,4,3,0,6,3,3,6,3,92,0,0,0,0,0,0,0,0,0,0,0,244,23,15,7,0,6,3,3,9,8,318,0,0,0,0,0,0,0,0,0,0,0,371,31,15,6,0,6,4,3,9,12,456,142,0,0,0,0,0,0,0,0,0,143,120,4,3,0,3,0,0,0,0,3,128,28,3,3,4,0,8,0,3,0,9,56,3,0,0,0,0,0,0,0,0,0,3,151,8,3,3,7,8,0,3,0,11,184,0,0,0,0,0,0,0,0,0,0,0,290,8,3,3,4,8,0,3,0,11,325,92,3,0,0,0,0,0,0,0,3,103,66,0,0,0,0,0,0,0,0,0,68,24,13,4,0,4,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,92,15,4,0,4,0,0,0,0,3,114,0,0,0,0,0,0
POA2153,3,3,0,4,3,21,1705,231,33,62,15,13,17,40,18,20,37,490,12,0,3,0,0,0,0,0,0,0,13,1783,120,96,25,21,22,43,24,23,60,2210,3,0,0,0,0,0,0,0,0,0,4,2643,158,105,25,24,23,48,31,26,75,3165,854,5,6,3,5,0,0,0,0,21,894,907,24,24,7,4,0,5,0,4,13,987,151,32,54,18,20,11,22,19,15,47,399,6,0,0,0,0,0,0,0,0,0,13,1064,53,74,21,25,14,29,24,22,58,1393,0,0,0,0,0,0,0,0,0,0,0,1920,60,82,20,29,14,29,24,22,81,2291,418,4,4,0,0,0,0,0,0,18,443,360,19,9,3,3,0,0,0,0,8,403,143,21,22,8,3,7,3,0,0,14,222,7,0,0,0,0,0,0,0,0,3,7,516,41,35,9,5,7,3,0,0,24,643,0,0,0,0,0,0
POA2154,5,4,3,0,0,17,1391,152,35,62,12,21,24,20,15,5,43,385,8,0,0,0,0,0,0,0,0,0,9,1392,128,96,18,24,25,27,13,3,57,1787,3,0,0,0,0,0,0,0,0,3,6,2075,181,122,26,31,25,25,13,3,78,2584,674,9,8,0,3,0,0,0,3,10,708,683,27,21,3,4,7,3,3,4,15,760,123,20,52,10,15,14,11,3,9,25,285,0,0,0,0,0,0,0,0,0,0,4,807,51,69,14,19,22,12,8,15,35,1043,0,0,0,0,0,0,0,0,0,3,4,1480,56,77,14,18,22,12,7,12,52,1764,314,11,3,0,0,0,0,0,0,8,331,230,12,7,0,0,0,0,3,0,6,260,104,24,25,0,0,0,0,0,3,6,172,3,0,0,0,0,0,0,0,0,0,4,335,29,36,5,4,3,0,4,4,14,440,0,0,0,0,0,0
POA2155,8,3,7,8,4,19,1562,133,42,66,22,21,17,24,37,15,33,403,6,0,0,0,0,0,0,0,0,0,7,1465,173,107,20,32,20,33,39,19,51,1970,0,0,0,0,0,0,0,0,0,0,3,2230,257,139,25,32,22,37,44,19,65,2875,517,13,14,0,3,4,0,7,0,14,560,617,26,18,5,0,8,5,4,6,16,717,110,33,41,15,14,5,8,6,9,16,253,3,0,0,0,0,0,0,0,0,0,7,724,56,67,23,15,14,12,13,17,33,973,0,0,0,0,0,0,0,0,0,0,0,1241,70,73,23,14,21,12,21,13,46,1537,166,8,8,0,0,0,0,0,0,6,194,224,11,11,0,0,0,0,0,0,5,261,87,26,14,10,6,7,0,0,0,3,157,3,0,0,0,0,0,0,0,0,0,6,313,38,30,15,5,6,0,3,0,13,418,0,0,0,0,0,0
POA2156,0,0,0,0,0,3,180,7,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,179,14,6,0,0,0,0,0,0,8,198,0,0,0,0,0,0,0,0,0,0,0,487,31,10,0,0,0,0,0,0,10,538,318,0,3,0,0,0,0,3,0,6,333,168,0,0,0,0,0,0,0,0,4,173,12,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,185,3,3,0,0,0,0,0,0,3,192,0,0,0,0,0,0,0,0,0,0,0,504,4,6,0,0,0,0,3,0,16,526,149,0,0,0,0,0,0,0,0,9,161,86,0,0,0,0,0,0,0,0,0,88,14,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,0,0,0,0,0,104,0,0,0,0,0,0
POA2157,0,0,0,0,0,0,62,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,133,4,0,0,0,0,0,0,0,0,147,70,0,0,0,0,0,0,0,0,0,71,50,0,0,0,0,0,0,0,0,0,55,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,3,132,24,4,0,0,0,0,0,0,0,0,30,32,0,0,0,0,0,0,0,0,3,34,12,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,3,49,0,0,0,0,0,0
POA2158,0,0,0,0,0,0,186,16,3,4,3,0,0,0,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,188,13,14,4,0,0,0,3,0,0,230,0,0,0,0,0,0,0,0,0,0,0,363,21,17,9,3,0,0,3,0,4,430,180,5,4,3,0,0,0,0,0,0,188,134,3,3,3,0,0,0,0,0,3,148,16,0,3,0,0,0,4,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,152,6,3,3,0,0,9,0,0,3,171,0,0,0,0,0,0,0,0,0,0,0,332,10,8,4,0,0,9,0,0,3,366,84,3,0,0,0,0,0,0,0,3,94,52,0,0,0,0,0,0,0,0,3,59,15,0,3,0,0,0,0,3,0,3,29,3,0,0,0,0,0,0,0,0,0,0,66,0,3,0,0,0,0,3,0,13,88,0,0,0,0,0,0
POA2159,0,0,0,0,0,0,36,7,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,43,0,3,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,155,10,5,3,0,3,0,0,0,9,178,117,0,0,0,0,0,0,0,0,0,118,32,0,0,0,0,0,0,0,0,0,32,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,156,0,4,0,0,0,0,0,0,0,166,54,0,0,0,0,0,0,0,0,3,56,31,0,0,0,0,0,0,0,0,0,31,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
POA2160,6,5,3,3,3,32,1308,409,79,55,10,12,21,18,15,13,33,660,19,0,0,0,0,0,0,0,0,0,21,1568,157,96,18,14,25,17,15,15,67,1983,0,0,0,0,0,0,0,0,0,0,3,1822,170,98,22,14,27,18,12,15,79,2281,207,4,3,3,0,0,0,0,0,11,231,696,16,11,0,0,3,0,0,0,27,756,319,35,41,6,7,12,7,3,8,23,458,10,0,3,0,0,0,0,0,0,0,17,1029,59,55,9,10,14,11,3,8,55,1241,3,0,0,0,0,0,0,0,0,3,8,1236,64,59,8,10,11,11,3,8,66,1472,145,5,0,0,0,0,0,0,0,8,152,304,7,0,0,0,0,0,0,0,11,328,291,18,12,3,4,10,0,0,3,22,359,11,0,0,0,0,0,0,0,0,0,11,608,27,11,3,6,10,0,0,4,34,697,3,0,0,0,0,0
