POA_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
POA2018,0,0,0,0,3,0,0,0,0,11,439,670,597,1148,418,206,99,59,27,3662,10,25,31,176,51,34,5,0,0,315,0,0,0,5,5,8,3,0,0,18,0,0,0,0,0,3,0,0,0,6,0,0,0,13,3,0,0,0,0,19,0,0,0,9,6,7,14,3,0,39,0,0,340,229,37,37,21,12,10,696,0,0,0,3,3,0,3,7,0,24,0,0,0,3,6,12,16,16,13,67,0,4,18,78,46,17,15,10,0,184,0,0,6,8,3,3,5,0,0,25,0,0,4,14,0,0,0,0,0,19,0,0,0,6,7,4,6,0,0,22,0,4,3,13,15,27,49,101,26,238,0,0,12,24,8,13,10,0,0,78,4,6,11,81,15,10,4,0,0,123,3,4,32,137,33,30,22,5,0,266,0,0,4,44,0,5,3,0,0,46,3,6,8,49,24,11,10,0,0,111
POA2019,0,0,0,0,0,0,0,0,0,0,416,649,490,946,421,283,142,91,20,3468,0,0,6,24,5,3,0,0,0,37,0,0,0,4,0,0,0,3,0,12,0,0,3,3,0,0,0,0,0,10,0,0,0,3,4,0,0,0,0,6,0,0,0,11,3,3,3,3,0,24,0,0,18,51,13,13,3,3,0,109,0,0,0,0,6,0,7,15,0,28,0,0,0,0,0,7,9,5,3,22,0,4,7,63,71,23,20,10,0,200,0,0,0,0,3,5,0,0,0,9,0,0,0,11,4,0,0,0,0,23,0,0,0,8,3,3,0,0,0,13,0,0,0,7,3,6,4,12,3,40,0,0,7,5,4,4,0,0,0,22,3,0,4,25,9,11,0,0,0,60,0,4,11,37,4,12,11,0,0,76,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7
POA2020,0,0,0,3,0,0,0,0,0,3,380,490,492,1119,334,207,86,58,10,3173,0,7,9,63,17,32,5,0,0,132,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,6,0,0,0,10,4,0,0,0,0,14,0,0,0,6,11,5,10,3,0,37,0,5,320,292,35,31,13,9,4,707,0,0,0,0,0,0,7,6,0,18,0,0,0,3,3,11,7,10,10,41,0,0,23,87,46,17,10,5,3,187,0,0,0,23,3,5,6,3,0,35,0,0,0,10,0,3,0,0,0,14,0,0,0,7,5,3,4,0,0,18,0,0,3,15,12,8,22,33,12,102,0,0,18,54,7,8,3,3,0,96,6,3,6,142,13,3,4,5,0,183,0,7,116,276,35,22,15,3,0,470,0,0,0,11,3,3,0,0,0,25,0,0,0,3,0,0,0,0,0,8
POA2021,0,0,0,0,0,0,0,0,0,0,360,470,427,1631,540,393,274,134,39,4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,3,3,0,35,0,0,0,11,0,3,3,0,0,22,0,0,6,13,9,3,0,3,0,43,0,0,0,3,0,0,0,9,0,11,0,0,0,0,0,3,3,0,0,4,12,26,36,268,121,79,64,29,4,638,0,0,0,5,0,0,0,0,0,9,3,5,4,42,4,0,7,5,0,75,0,3,0,21,7,5,9,7,0,53,0,0,0,3,0,5,6,3,3,22,0,5,3,10,5,3,0,0,0,26,0,0,5,15,8,3,3,0,0,36,0,0,0,16,4,0,0,0,0,23,0,0,0,4,4,0,3,0,0,10,0,0,0,3,3,0,0,0,0,3
POA2022,0,0,0,0,0,0,0,0,0,0,332,437,339,848,345,264,178,83,37,2867,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,22,0,0,4,18,0,0,0,0,0,25,0,3,18,36,11,15,8,4,0,95,0,0,0,0,0,4,0,0,0,10,0,0,0,3,0,0,3,4,3,13,4,12,26,237,71,47,35,5,5,453,0,0,0,0,0,0,0,0,0,6,0,0,5,33,7,4,3,3,0,57,0,0,4,9,5,3,9,3,6,40,0,0,0,4,0,0,8,8,3,22,0,0,3,16,3,3,3,0,0,31,0,0,0,25,4,0,0,3,0,38,0,0,5,8,3,4,3,0,0,21,0,0,0,12,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0
POA2023,0,0,0,0,0,0,0,0,0,0,228,605,515,761,338,287,213,83,28,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,22,0,3,0,0,0,30,0,0,0,5,0,0,0,0,0,11,3,14,22,10,15,6,9,3,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,5,30,27,122,58,39,28,22,3,325,0,0,4,0,0,0,0,0,0,4,0,0,3,21,4,0,3,0,0,37,0,0,0,7,3,0,10,0,3,34,0,0,0,0,0,3,0,0,0,11,3,16,10,8,3,3,6,4,0,55,0,0,0,4,3,5,0,3,0,21,0,0,3,8,3,0,0,0,0,9,0,0,0,7,5,0,3,0,0,12,0,0,0,0,0,0,4,0,0,8
POA2024,0,0,0,0,0,0,0,0,0,0,310,554,349,858,431,286,189,107,64,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,18,0,0,0,12,0,0,0,0,0,17,0,3,3,6,3,5,0,0,0,26,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,12,8,41,18,200,104,42,27,18,0,461,0,0,0,0,3,0,0,0,0,8,0,3,0,41,7,0,6,0,0,56,0,0,3,18,3,5,3,3,0,42,0,0,0,0,3,4,5,0,0,15,0,0,0,0,0,3,0,0,0,14,0,0,0,8,0,3,4,3,0,20,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2025,0,0,0,0,0,0,0,0,0,0,193,249,202,590,224,191,188,92,33,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,12,0,0,0,3,0,0,3,0,0,7,0,7,3,19,7,3,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,9,0,19,7,92,36,39,31,21,0,249,0,0,0,0,0,0,3,0,0,5,0,0,5,15,6,4,3,3,0,31,0,0,0,3,0,0,0,0,4,14,0,0,0,0,0,0,0,0,3,3,0,3,3,5,3,3,0,0,0,18,0,0,0,3,7,3,5,3,3,20,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,3,3,0,0,3
POA2026,0,0,0,0,0,0,0,0,0,0,881,1172,835,3053,944,550,306,126,54,7917,0,0,0,9,5,0,0,0,0,9,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,62,7,5,3,0,0,87,0,0,14,109,5,0,3,0,0,134,0,0,9,18,9,4,13,6,7,72,0,0,0,5,0,3,0,4,3,17,0,0,0,9,0,3,3,9,4,25,4,21,64,869,193,75,53,19,15,1321,0,0,0,6,0,3,0,0,0,10,0,3,29,195,16,5,6,0,0,264,0,0,3,98,23,3,15,3,3,151,0,0,0,3,3,3,12,8,8,39,0,4,0,9,4,3,3,0,3,26,0,0,3,22,4,4,12,0,3,64,0,0,0,4,4,3,5,3,0,28,0,0,0,6,0,0,0,0,0,14,0,0,0,3,0,0,4,3,0,7
POA2027,0,0,0,0,0,0,0,0,0,0,132,200,176,587,208,255,236,139,68,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,6,9,7,10,9,11,3,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,15,3,17,18,99,46,24,31,22,3,262,0,0,0,0,0,0,0,0,0,3,0,0,0,22,9,0,5,0,0,33,0,0,0,10,3,0,0,3,5,22,0,0,0,0,0,0,7,0,3,15,0,3,8,10,3,5,3,0,0,30,0,0,0,11,5,3,4,3,0,27,0,0,0,0,4,0,0,0,0,4,0,0,0,3,4,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3
POA2028,0,0,0,0,0,0,0,0,0,0,93,118,127,374,112,124,113,59,20,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,11,3,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,73,16,15,15,6,0,138,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,3,0,3,33,0,0,0,4,0,3,4,3,3,23,0,0,0,0,0,0,0,0,4,5,0,0,3,5,0,3,0,0,0,17,0,0,0,3,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0
POA2029,0,0,0,0,0,0,0,0,0,0,271,458,307,745,252,194,155,79,33,2501,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,7,0,0,22,0,0,0,3,0,0,0,0,0,8,0,0,3,6,7,7,4,0,0,30,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,8,4,4,0,17,3,12,17,137,47,19,24,16,4,290,0,0,0,4,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,16,0,0,0,3,4,4,9,3,6,32,0,0,0,4,0,4,0,0,3,16,3,10,3,7,3,3,0,0,0,31,0,0,0,7,3,3,13,3,0,26,0,0,3,0,0,0,0,0,0,12,0,0,0,5,4,0,0,0,0,12,0,0,0,3,0,0,0,0,4,6
POA2030,0,0,0,0,0,0,0,0,0,0,366,880,624,707,489,342,242,112,61,3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,3,10,14,21,16,18,13,7,4,104,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,6,4,25,3,46,31,99,72,42,37,22,11,359,0,0,0,0,0,0,0,0,0,3,0,0,0,10,4,5,0,0,0,27,0,0,0,8,11,7,9,6,3,49,0,0,0,0,3,8,7,5,3,26,0,15,13,4,10,10,0,0,0,53,0,0,0,3,4,4,6,8,3,21,0,0,4,9,3,6,4,0,0,27,0,0,0,4,5,0,8,0,0,17,0,0,0,0,0,0,3,3,0,12
