POA_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
POA2659,4,9,16,126,168,95,102,126,77,699
POA2660,21,6,39,249,278,200,179,230,118,1253
POA2661,0,0,0,46,51,10,16,328,124,569
POA2663,50,21,101,622,787,440,382,747,1314,4293
POA2665,14,13,58,287,387,215,249,377,256,1768
POA2666,119,19,201,788,1115,615,577,1035,456,4594
POA2668,0,0,3,48,84,34,52,90,52,354
POA2669,12,12,34,243,289,141,187,270,178,1308
POA2671,48,75,175,607,756,405,350,610,554,3284
POA2672,17,9,46,197,229,155,139,300,203,1228
POA2675,22,9,50,243,304,131,131,284,183,1272
POA2678,0,0,0,158,65,4,0,90,3,332
POA2680,181,242,639,3774,4346,2128,1688,4498,2511,18955
POA2681,9,11,27,279,357,163,142,229,179,1357
POA2700,83,32,179,670,883,461,409,966,583,3980
POA2701,18,39,67,321,437,241,228,349,284,1861
POA2702,6,3,16,89,150,112,76,104,77,609
POA2703,4,3,16,146,132,67,65,237,80,729
POA2705,120,36,225,1526,2031,1012,826,1686,1031,8113
POA2706,5,0,12,158,200,119,105,212,122,919
POA2707,14,0,29,218,261,117,118,197,133,1049
POA2710,169,61,317,1508,2054,1044,875,1799,1051,8333
POA2711,25,22,64,465,632,312,290,609,462,2769
POA2712,41,14,60,192,247,128,138,263,177,1147
POA2713,64,19,106,420,512,294,231,493,332,2288
POA2714,44,33,102,384,534,302,263,532,302,2307
POA2715,16,7,35,210,283,120,140,291,145,1192
POA2716,12,0,30,144,190,107,113,215,152,914
POA2717,3,11,25,167,245,108,103,274,193,1087
POA2720,87,107,260,1055,1525,879,780,1296,955,6489
POA2721,3,0,5,27,32,27,28,38,31,193
POA2722,37,19,89,436,607,326,318,589,314,2583
POA2725,3,3,11,44,71,33,55,64,33,302
POA2726,0,0,3,34,55,17,20,38,20,187
POA2727,3,3,4,56,61,35,38,43,27,265
POA2729,4,8,37,257,343,184,158,277,115,1337
POA2730,22,12,50,194,284,165,117,281,151,1192
POA2731,87,36,171,1043,1327,673,505,1186,545,5282
POA2732,43,28,101,255,369,186,186,330,200,1527
POA2733,10,0,21,87,88,50,42,108,61,439
POA2734,0,0,0,94,74,52,47,50,50,374
POA2735,3,0,3,73,70,63,44,74,45,372
POA2736,4,0,10,41,76,42,26,81,55,325
POA2737,3,0,9,110,128,67,57,133,132,626
POA2738,4,0,19,295,323,186,137,208,122,1270
POA2739,5,0,12,205,303,117,118,224,133,1102
POA2745,74,27,164,5493,6447,2696,2108,4478,1288,22511
POA2747,253,52,451,7443,8698,3627,3058,7885,2351,33062
POA2748,7,0,16,365,382,172,174,378,115,1593
POA2749,44,17,99,3047,3522,1534,1315,2724,910,13055
POA2750,548,117,961,8036,9561,4142,3364,8207,2905,36214
POA2752,20,4,31,853,1063,511,451,749,223,3845
POA2753,200,92,410,3142,3561,1664,1399,2950,1242,13959
POA2754,60,21,114,1041,1262,574,514,938,292,4617
POA2755,0,0,0,65,30,10,10,31,86,230
POA2756,155,50,329,6249,7089,3327,2681,5298,2005,26651
POA2757,3,3,10,149,205,87,91,108,48,690
POA2758,56,14,120,1438,2061,1000,850,1048,652,7051
POA2759,68,23,132,4991,5442,2268,1896,5099,1246,20942
POA2760,171,126,430,5229,6031,2495,2378,7517,2633,26286
POA2761,187,15,255,5261,5360,2230,2133,7259,1381,23623
POA2762,6,3,35,877,1037,439,388,778,243,3761
POA2763,140,20,215,5631,6385,2739,2221,5682,1062,23728
POA2765,71,40,188,2537,3040,1463,1238,2735,2102,13119
POA2766,306,27,381,2525,2673,1163,1088,4129,797,12378
POA2767,92,22,183,3800,4196,1719,1577,5418,1113,17831
POA2768,69,6,114,5288,5815,2476,1917,4824,1772,22097
POA2769,20,3,35,2024,2408,1040,795,1631,397,8293
POA2770,217,75,422,8131,8673,3847,4450,15974,5010,46079
POA2773,35,16,94,1120,1552,759,495,651,255,4844
POA2774,54,21,148,2476,3253,1552,1124,1375,484,10263
POA2775,3,3,15,240,310,177,109,205,284,1320
POA2776,20,9,50,763,1003,519,327,441,140,3192
POA2777,338,67,583,3228,4373,2082,1529,2355,678,14245
POA2778,14,3,30,472,651,291,217,271,103,2009
POA2779,21,6,60,884,1237,607,417,554,182,3874
POA2780,164,51,325,2295,3314,1459,1045,2199,1023,11338
POA2782,96,12,176,987,1543,743,563,886,352,5076
POA2783,15,8,44,486,673,303,201,330,138,2135
POA2784,6,0,12,211,328,129,143,128,54,994
POA2785,33,8,88,792,1201,556,416,561,313,3832
POA2786,7,10,30,213,280,153,125,152,166,1090
POA2787,55,19,104,616,874,454,394,720,632,3689
POA2790,181,84,422,2160,3124,1620,1426,2829,2029,13176
POA2791,9,3,13,50,79,56,23,63,30,300
POA2792,4,0,11,52,81,40,39,63,44,320
POA2793,3,0,9,151,174,115,116,174,112,844
POA2794,191,72,410,1479,1999,1118,1029,1935,1014,8571
POA2795,360,213,905,7083,9163,4251,3346,6164,4188,34192
POA2797,4,0,10,91,95,35,50,51,26,344
POA2798,8,0,17,296,484,221,186,207,172,1567
POA2799,55,22,117,658,784,438,377,689,359,3297
POA2800,487,156,971,7418,9671,4370,3390,7354,3181,35379
POA2803,0,0,0,40,58,35,35,45,28,246
POA2804,53,7,81,367,520,286,266,485,210,2135
POA2805,0,0,4,51,77,48,43,70,23,316
POA2806,17,4,23,126,154,79,84,149,66,660
POA2807,0,0,10,57,59,38,61,82,65,360
POA2808,0,0,3,20,35,29,18,47,21,173
POA2809,0,0,3,30,44,21,15,35,55,197
POA2810,56,22,132,426,629,380,364,537,291,2618
POA2817,0,0,3,47,64,36,33,38,23,244
POA2818,3,0,6,121,179,106,77,101,84,669
POA2820,96,54,207,899,1186,595,559,1282,1513,6037
POA2821,61,26,119,652,880,473,443,797,490,3737
POA2822,0,0,8,52,92,53,48,59,52,351
POA2823,22,17,47,220,270,131,111,230,177,1139
POA2824,34,14,52,282,432,180,149,442,253,1743
POA2825,23,12,60,321,470,191,194,448,272,1892
POA2826,0,0,3,31,46,20,11,25,18,151
POA2827,67,27,126,503,645,376,368,740,364,3005
POA2828,3,12,26,104,124,67,90,156,116,652
POA2829,51,19,83,389,539,265,231,555,486,2471
POA2830,398,142,854,6537,8585,3913,3024,6629,3079,31770
POA2831,9,6,17,247,393,184,188,271,208,1486
POA2832,10,0,21,303,381,178,159,565,361,1948
POA2833,7,0,10,110,117,40,42,135,57,502
POA2834,14,10,39,315,393,197,209,503,383,1992
POA2835,37,17,71,577,773,386,356,657,498,3254
POA2836,5,4,9,105,125,70,62,243,98,699
POA2838,0,0,0,25,40,10,11,87,11,184
POA2839,7,3,21,185,183,115,96,297,160,1032
POA2840,16,10,40,295,415,190,167,504,495,2069
POA2842,8,0,11,83,123,66,82,101,54,506
POA2843,15,8,26,148,246,159,119,209,156,1037
POA2844,30,12,52,152,223,135,154,236,259,1169
POA2845,13,8,32,297,351,186,173,315,212,1539
POA2846,0,3,7,19,53,24,42,35,46,229
POA2847,25,12,44,310,409,271,264,438,319,2015
POA2848,10,9,38,148,299,174,191,339,239,1393
POA2849,17,0,33,198,330,174,191,231,175,1292
POA2850,191,52,363,2570,3577,1874,1630,2583,1748,13980
POA2852,25,15,61,440,639,359,367,542,424,2775
POA2864,0,3,14,105,166,87,95,128,52,636
POA2865,0,7,16,111,154,95,89,133,113,697
POA2866,55,18,90,439,609,290,308,479,261,2381
POA2867,4,0,11,91,111,69,63,76,51,466
POA2868,21,0,27,80,113,70,61,138,61,528
POA2869,26,8,45,203,273,137,128,297,169,1215
POA2870,142,108,351,1716,2323,1210,1068,2026,1193,9535
POA2871,131,53,253,1363,1785,913,811,1636,937,7447
POA2873,3,5,19,62,92,63,57,95,86,460
POA2874,4,3,13,57,81,43,55,74,48,358
POA2875,13,9,31,138,157,98,106,156,115,775
POA2876,0,0,7,64,71,43,29,53,57,327
POA2877,47,20,106,530,668,311,340,739,415,3003
POA2878,0,0,0,50,45,23,30,47,110,313
POA2879,4,0,10,69,101,42,70,145,100,522
POA2880,296,125,602,2416,3681,1764,1614,4033,1717,15221
POA2898,3,5,10,68,102,39,27,55,41,327
