POA_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA2018,10,18,17,3,4,3,56,0,3,8,0,0,0,15,6,3,3,0,5,0,17,3,3,4,0,4,3,20,8,8,13,3,3,0,32,14,7,5,0,4,0,38,17,22,12,3,5,3,57,14,21,14,3,10,0,59,19,19,10,0,5,0,52,21,40,6,3,8,0,75,21,17,9,0,0,0,51,41,60,24,12,11,3,155,20,23,6,0,0,0,58,14,26,4,0,0,0,51,19,51,16,3,3,3,94,56,118,31,11,6,0,219,27,75,17,3,3,0,128,16,53,11,0,0,0,82,14,20,15,0,3,0,51,348,589,224,46,80,18,1309
POA2019,16,10,11,0,0,0,37,0,0,3,0,0,0,4,8,9,5,0,0,0,20,0,4,0,0,0,0,8,3,7,4,0,3,0,15,12,11,11,0,6,0,36,8,20,13,0,8,0,42,9,26,5,3,3,0,52,5,16,10,0,4,0,38,11,18,8,5,4,0,47,15,18,11,0,3,0,52,27,62,19,9,4,3,124,14,17,11,0,3,3,47,24,28,7,0,0,3,60,27,73,17,3,8,0,134,56,200,38,14,12,0,316,29,80,24,3,0,4,144,18,50,5,0,3,0,83,12,32,12,5,3,0,59,293,676,206,60,74,12,1316
POA2020,13,11,3,3,7,0,40,0,0,6,0,0,0,10,0,3,0,0,0,0,7,5,3,3,0,0,0,14,0,5,6,3,3,0,22,14,3,3,0,3,3,29,5,11,20,0,4,0,47,13,11,17,0,5,0,46,17,15,9,0,5,0,50,19,19,7,3,4,0,53,17,16,8,0,3,0,50,33,49,24,0,6,0,116,13,16,7,0,4,0,42,43,43,13,3,0,4,106,32,63,6,3,9,3,124,93,134,35,5,10,9,286,28,53,9,0,3,0,92,22,35,8,3,0,3,76,24,14,18,5,3,3,74,390,519,206,38,83,29,1260
POA2021,23,12,9,0,3,0,52,0,3,0,0,0,0,3,0,8,0,0,0,0,6,0,3,0,0,0,0,3,7,3,0,0,0,0,10,9,3,3,0,0,0,15,6,10,10,0,0,0,26,10,6,0,3,0,0,22,11,5,0,0,0,0,24,9,6,3,0,0,0,19,4,5,4,0,0,0,10,24,29,7,3,9,0,74,15,6,0,5,0,0,20,16,11,3,0,0,0,34,25,13,3,6,3,0,58,54,71,31,9,8,0,168,58,80,19,4,5,0,165,119,186,37,13,11,0,371,7,16,10,0,3,0,44,398,477,143,58,49,9,1126
POA2022,12,14,8,3,3,3,42,7,0,0,0,0,0,6,4,0,0,0,4,0,5,0,6,0,0,0,0,3,3,3,0,0,0,0,11,7,0,7,0,0,0,11,7,14,4,3,0,0,30,10,8,10,0,0,0,31,10,5,0,3,4,0,24,10,6,4,0,3,0,19,3,3,0,0,0,0,11,20,35,11,3,3,0,73,3,9,6,0,0,0,14,6,16,0,6,0,0,30,20,19,12,3,0,0,52,39,78,9,3,0,4,141,27,72,13,8,3,0,125,35,133,15,6,0,0,195,7,14,5,0,0,0,27,232,440,109,41,32,13,861
POA2023,21,21,21,3,4,0,74,4,0,3,0,0,0,9,3,4,4,0,3,0,11,0,0,0,0,0,0,11,3,0,4,0,0,0,8,3,3,3,0,0,0,7,7,7,8,0,0,0,26,5,10,0,0,6,0,21,4,10,3,3,0,0,11,9,0,3,3,3,0,21,7,7,5,0,3,0,20,15,21,11,3,5,0,51,8,10,0,0,4,0,18,11,10,0,3,0,0,27,10,14,3,3,3,0,34,56,51,14,0,3,0,128,37,51,17,0,4,0,107,51,174,37,10,9,0,284,24,35,15,0,3,0,79,262,436,152,39,40,3,938
POA2024,5,22,9,4,3,0,38,0,3,3,0,0,0,9,3,0,0,0,0,0,9,0,0,0,0,0,0,5,10,3,0,0,0,0,18,8,3,3,0,4,0,16,10,5,5,0,3,0,19,8,10,9,0,0,0,25,5,8,3,0,3,0,24,5,9,0,5,0,0,20,4,4,5,0,0,0,18,12,26,12,3,4,0,54,4,7,0,0,0,0,14,3,19,3,4,0,0,33,14,21,5,3,3,0,49,38,71,11,12,0,0,131,22,84,13,6,3,0,127,47,188,20,15,3,0,269,16,26,6,0,6,0,49,213,512,105,41,37,5,913
POA2025,15,10,3,3,0,0,30,0,0,0,0,0,0,5,0,3,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,3,8,0,0,0,4,0,9,6,4,5,3,3,0,18,9,0,0,0,0,0,10,4,3,0,0,0,0,12,3,6,0,0,3,0,6,5,3,0,0,4,0,15,21,7,0,0,0,0,36,0,9,3,0,3,0,15,5,7,0,0,0,0,19,16,7,8,0,0,0,29,36,24,5,3,3,0,80,20,24,13,0,5,0,58,45,108,25,7,6,0,196,16,17,4,0,0,0,34,202,236,70,25,36,7,574
POA2026,39,40,17,4,10,0,115,5,3,3,0,0,0,7,3,9,3,3,0,0,21,15,3,0,0,3,0,22,9,6,8,3,4,0,29,15,16,5,3,0,3,47,17,25,7,0,3,0,50,18,13,11,3,3,0,50,15,23,8,0,0,0,54,24,19,5,4,4,0,66,11,22,6,3,3,0,48,37,78,27,15,16,0,169,17,34,3,3,0,0,57,14,42,7,4,3,3,71,39,49,16,5,7,3,117,112,195,34,19,13,3,367,51,162,21,3,9,0,252,105,328,28,18,7,3,487,31,56,15,8,7,3,113,584,1131,237,94,85,23,2145
POA2027,22,8,3,0,0,0,36,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,8,4,0,0,0,10,4,0,0,0,0,0,3,5,4,3,0,0,0,13,0,0,0,0,0,0,4,4,3,0,0,0,0,8,15,7,0,0,4,0,28,3,6,0,0,0,0,4,3,3,0,0,0,0,7,3,10,0,4,3,0,14,37,17,9,3,0,0,63,16,22,3,0,0,0,50,40,74,19,7,6,3,140,6,8,7,0,0,0,24,167,165,45,19,28,5,435
POA2028,15,10,0,3,3,0,29,3,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,7,0,0,0,0,0,4,0,3,0,0,0,0,4,3,0,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,6,7,8,0,0,0,0,14,3,7,0,0,0,0,12,5,5,0,0,0,0,13,6,6,0,3,0,0,15,20,17,0,0,3,4,46,16,11,0,4,3,0,32,21,35,4,3,4,0,70,3,5,0,3,0,0,11,110,100,19,17,15,3,272
POA2029,18,16,9,3,0,0,50,3,0,0,0,0,0,3,3,3,3,0,3,0,11,3,0,0,0,0,0,3,0,4,0,0,0,0,8,4,5,4,0,5,0,14,9,4,6,0,0,0,22,3,8,0,0,0,0,7,8,3,3,0,3,0,19,8,3,3,5,4,0,17,0,5,0,3,0,0,7,16,19,8,0,0,0,48,6,9,0,0,3,0,21,11,21,8,0,0,0,36,11,22,0,3,0,4,34,36,60,22,6,3,0,117,24,50,12,3,0,0,89,32,119,24,3,0,0,175,9,22,9,0,3,0,49,189,368,119,28,25,7,739
POA2030,30,32,16,5,3,3,94,0,0,0,0,0,0,3,3,4,0,0,0,0,9,0,4,7,0,0,0,14,4,3,0,0,0,0,11,0,3,0,0,0,0,4,10,23,10,0,3,0,41,10,8,8,0,3,0,23,7,10,6,0,4,0,25,3,8,3,0,3,0,28,3,9,0,3,0,0,16,18,31,23,0,6,0,78,6,10,3,0,0,0,18,6,15,9,4,0,0,32,9,24,10,0,4,4,46,48,89,33,6,3,0,178,35,78,40,7,3,0,157,69,281,82,12,6,0,457,25,61,18,4,6,0,107,277,690,258,47,49,12,1339
POA2031,26,43,18,6,14,3,105,3,6,0,0,0,0,11,3,10,5,0,4,3,26,9,7,6,0,3,0,19,6,11,3,0,8,0,32,15,21,14,0,9,0,59,22,23,20,0,9,0,73,18,26,12,4,13,0,76,16,30,17,7,3,0,80,23,22,13,4,9,0,75,16,25,11,3,5,0,61,56,81,21,15,12,0,186,25,24,4,5,0,0,59,38,43,11,5,0,0,99,57,72,14,17,6,0,171,122,230,44,15,14,5,443,67,206,33,10,8,5,331,79,341,57,12,3,3,493,24,55,18,8,14,6,118,624,1286,331,116,135,25,2520
POA2032,11,18,7,3,5,0,49,0,4,0,0,0,0,8,0,4,6,0,3,0,16,5,4,0,0,0,0,14,10,6,4,0,0,0,22,3,3,5,3,3,3,17,5,12,12,0,4,0,36,4,8,6,0,5,0,28,8,7,13,0,3,0,30,14,5,8,0,3,0,29,3,11,0,0,0,0,14,21,38,21,0,3,6,84,12,14,0,0,0,0,28,3,19,4,3,0,0,29,13,31,7,3,4,0,54,28,82,28,7,6,0,153,27,69,12,3,5,3,114,12,76,22,4,0,0,118,11,28,6,0,8,3,46,195,438,161,29,57,18,898
POA2033,13,12,10,0,0,4,44,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,6,3,0,0,0,0,0,7,5,3,6,0,0,0,9,7,4,3,4,0,0,16,6,4,0,0,3,0,19,14,8,0,4,0,0,28,7,3,3,0,3,0,21,4,0,3,0,3,0,15,14,16,9,4,0,0,47,9,7,3,3,0,0,14,9,4,3,0,3,0,19,14,18,0,0,0,3,33,30,47,9,3,6,0,88,10,45,13,0,3,3,73,12,77,8,0,3,4,109,7,14,11,3,3,0,41,154,280,77,24,35,20,588
POA2034,13,23,20,4,3,3,64,3,8,4,0,0,0,10,6,3,0,0,0,0,12,6,8,0,0,0,0,12,8,3,5,0,3,0,19,5,7,6,3,0,0,25,7,27,6,3,4,0,50,15,13,12,0,3,0,41,7,16,3,3,0,0,29,22,11,11,0,3,0,48,11,17,10,0,0,0,35,27,48,13,3,4,0,92,16,18,3,8,5,0,42,16,24,3,0,0,0,46,30,47,9,5,3,0,93,68,144,45,17,8,0,276,40,92,25,6,5,3,166,43,204,38,8,7,0,299,20,38,17,3,3,0,77,352,737,231,68,56,7,1444
POA2035,35,42,29,3,11,3,126,8,11,9,0,3,3,30,5,8,14,4,3,0,38,9,10,6,0,4,0,31,12,10,10,3,7,0,41,14,16,15,5,5,3,56,18,36,24,3,6,3,86,16,29,16,3,8,3,68,24,31,10,3,11,0,77,31,30,15,3,12,3,94,19,39,13,0,7,0,77,45,101,47,10,9,7,221,23,47,10,3,3,0,83,31,60,19,5,3,0,119,47,105,34,9,14,0,201,114,301,75,28,15,7,535,63,217,55,5,11,0,361,37,258,53,14,10,3,377,21,61,27,10,8,4,129,571,1411,473,109,144,38,2741
POA2036,32,27,28,3,12,3,110,0,6,3,0,0,0,4,7,10,12,0,6,0,30,12,8,7,0,7,0,27,9,16,8,0,0,0,34,14,21,16,4,12,0,71,9,26,25,7,10,6,78,22,37,35,3,10,0,107,26,33,26,13,13,3,119,27,34,24,11,6,0,104,19,21,27,6,6,0,80,33,106,60,13,18,4,235,13,37,17,5,3,0,76,23,54,23,4,6,4,113,49,100,38,13,9,0,205,96,265,72,20,16,4,470,52,168,50,11,8,0,290,44,159,40,5,10,0,265,32,52,35,4,8,8,136,510,1187,550,119,149,26,2555
POA2037,12,10,6,0,7,0,36,3,0,0,0,0,0,6,3,0,3,3,0,0,10,4,4,0,0,0,0,11,11,5,4,0,0,0,17,0,7,0,0,0,0,6,6,6,6,0,0,0,18,12,4,4,0,0,0,17,7,8,3,3,0,0,24,17,8,0,4,0,0,27,14,10,4,0,0,0,19,23,30,10,5,0,0,68,11,11,0,0,0,0,21,12,10,4,0,3,0,26,23,14,7,0,3,0,54,64,69,10,4,9,0,158,36,51,6,4,3,0,101,60,79,11,7,3,0,161,8,12,5,0,0,0,28,316,337,85,34,37,7,814
POA2038,8,13,3,4,10,0,32,0,4,0,0,0,0,5,3,4,0,0,0,0,9,3,4,0,0,0,0,11,5,4,3,3,3,0,19,3,7,3,0,4,0,19,4,11,7,3,3,0,28,9,12,0,0,3,0,28,4,11,8,0,0,0,24,7,10,0,0,3,0,25,4,10,0,0,0,0,18,16,22,3,3,3,0,51,3,8,0,3,0,0,21,7,16,3,0,3,0,31,17,32,9,5,0,0,51,47,77,10,3,0,0,145,29,100,12,7,9,0,153,53,107,8,3,3,0,179,11,19,5,0,0,0,34,240,473,81,43,41,7,879
POA2039,10,6,3,3,0,0,29,4,3,0,0,0,0,6,5,0,0,0,0,0,7,3,0,0,0,0,0,3,4,3,4,0,0,0,14,9,6,3,0,3,0,13,12,5,3,0,0,0,21,4,10,3,0,3,0,23,10,13,3,0,0,3,28,10,4,4,0,3,0,24,4,4,0,0,3,0,11,12,25,3,6,0,0,46,8,11,5,3,0,0,24,11,16,7,0,3,0,39,15,29,9,3,4,0,61,65,101,22,11,3,0,198,58,77,12,0,0,0,150,57,113,7,0,3,0,178,13,12,3,0,0,0,25,312,441,91,31,39,4,911
POA2040,14,30,12,3,6,0,62,5,4,4,0,0,0,17,10,9,9,0,5,0,34,6,6,3,0,0,0,26,3,6,3,0,9,0,22,13,10,8,7,4,0,40,15,22,8,7,8,0,56,11,27,8,4,5,0,55,15,33,8,4,13,0,67,12,34,6,3,6,0,61,12,34,3,0,6,0,60,36,70,17,4,8,0,139,12,24,4,4,0,0,49,24,56,10,9,4,0,107,42,85,10,8,8,4,157,143,354,39,23,12,3,573,106,245,23,15,3,3,391,98,247,24,3,0,0,378,17,47,10,0,9,0,81,611,1350,200,95,96,23,2376
POA2041,37,24,6,0,7,0,68,3,0,0,0,0,0,5,4,10,3,0,0,0,15,6,9,5,3,3,0,21,8,8,3,0,7,0,29,12,7,5,0,5,0,27,24,19,6,6,0,0,42,12,11,7,0,0,0,38,13,5,4,0,4,0,32,11,8,8,3,0,0,29,9,5,0,0,0,0,16,35,36,10,3,4,0,95,12,13,4,0,0,0,24,23,23,9,0,0,0,53,27,28,4,0,3,0,65,62,122,33,14,12,0,240,58,119,19,11,0,0,205,98,228,43,14,8,0,392,11,23,10,0,3,3,51,466,687,192,59,51,5,1458
POA2042,16,11,4,5,3,0,42,3,3,0,0,0,0,11,5,3,3,0,4,0,19,3,3,3,0,0,0,12,9,7,0,0,0,0,17,13,6,8,0,0,0,36,16,12,4,3,4,0,43,13,13,8,7,3,0,46,16,18,4,5,0,0,43,27,19,10,0,0,3,54,18,14,5,0,3,0,46,45,37,12,0,3,0,99,20,9,0,0,0,0,26,12,26,0,3,0,0,43,51,41,8,7,4,0,107,127,139,20,10,5,3,306,85,89,14,3,0,0,191,64,76,5,6,0,0,156,14,19,4,0,0,0,47,568,548,109,54,49,9,1338
