POA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA2133,..,329,49,379,3,386,..,23,3,25,4,31,..,93,3,95,0,95,..,16,4,25,0,25,..,10,0,10,0,10,..,22,0,25,0,25,..,72,3,78,0,78,..,243,9,251,4,258,..,781,142,931,7,935,..,21,8,28,0,28,..,154,79,231,0,231,..,16,0,16,0,16,..,8,0,8,0,8,..,16,4,20,0,20,..,34,8,37,0,38,..,27,0,34,0,34,..,16,0,13,0,13,..,34,0,32,0,32,..,24,0,24,0,24,..,47,4,57,0,57,..,68,3,70,0,70,..,10,0,10,0,10,..,151,7,160,0,160,..,186,20,203,4,205,..,44,0,43,0,43,..,22,10,33,0,32,..,46,6,52,0,52,..,120,26,145,0,144,..,379,77,453,3,452,..,4205,950,5158,39,5196,..,28,0,31,426,455,5367,4231,952,5186,467,11012
POA2134,..,201,47,247,0,249,..,37,4,41,0,46,..,217,6,228,0,228,..,30,6,37,0,35,..,16,0,16,0,16,..,39,0,43,0,45,..,527,22,553,4,554,..,875,36,912,6,915,..,265,79,347,3,345,..,45,6,56,3,58,..,355,235,587,4,592,..,14,3,14,0,14,..,9,3,10,0,10,..,18,5,22,0,22,..,46,9,59,0,58,..,32,11,44,0,44,..,3,0,3,0,3,..,21,10,29,0,29,..,75,4,80,0,80,..,107,9,118,5,123,..,97,0,96,0,101,..,5,0,11,0,11,..,289,16,303,7,311,..,96,22,119,3,126,..,107,8,113,0,115,..,92,56,146,0,146,..,20,3,22,0,22,..,267,52,313,0,319,..,364,68,435,11,445,..,8911,2959,11864,82,11953,..,18,21,40,823,858,3225,8923,2976,11902,904,16033
POA2135,..,362,64,423,0,424,..,181,11,189,0,185,..,765,26,786,8,800,..,98,4,105,0,105,..,46,0,46,0,42,..,164,7,169,0,168,..,1469,74,1546,8,1554,..,2717,123,2840,24,2863,..,402,81,481,3,487,..,59,14,69,0,71,..,1523,1107,2628,34,2667,..,6,0,6,0,8,..,3,0,4,0,4,..,27,0,25,0,25,..,48,8,53,0,49,..,95,15,106,0,109,..,18,0,18,0,18,..,12,3,19,0,24,..,94,4,99,0,99,..,109,5,115,0,115,..,126,6,127,0,133,..,23,0,29,0,29,..,354,23,378,0,379,..,141,23,169,4,171,..,911,86,1000,3,1002,..,75,40,112,0,112,..,37,4,40,0,40,..,570,89,655,3,658,..,1132,146,1277,20,1298,..,13296,2989,16289,133,16419,..,55,18,74,1336,1407,7428,13347,3011,16362,1467,25251
POA2136,..,233,49,284,0,284,..,14,0,14,0,14,..,126,8,131,0,131,..,19,0,19,0,19,..,21,0,24,0,24,..,33,0,33,0,33,..,40,6,50,0,47,..,253,16,273,0,272,..,337,70,407,14,420,..,5,4,9,0,9,..,231,106,337,3,337,..,7,0,10,0,10,..,6,3,12,0,12,..,4,3,9,0,9,..,22,3,18,0,18,..,26,4,30,0,30,..,9,0,9,0,9,..,18,0,18,0,19,..,33,0,39,0,39,..,41,3,45,0,45,..,27,3,34,0,34,..,0,0,0,0,0,..,111,8,118,0,118,..,91,7,102,3,100,..,211,10,217,0,217,..,21,13,32,0,32,..,11,3,16,0,16,..,106,19,124,0,124,..,301,36,333,9,343,..,3318,714,4028,36,4061,..,8,5,19,334,348,2957,3330,720,4047,369,7364
POA2137,..,554,95,652,0,656,..,21,0,21,0,21,..,238,7,247,0,247,..,36,6,43,0,43,..,36,0,38,0,38,..,41,4,47,0,47,..,198,3,199,0,199,..,578,14,595,0,600,..,1781,266,2049,17,2065,..,51,13,62,0,62,..,643,310,953,16,968,..,31,3,36,0,36,..,37,0,37,0,37,..,48,8,56,0,56,..,63,7,63,0,65,..,82,6,86,0,90,..,15,0,15,0,15,..,62,0,66,0,66,..,49,0,52,0,52,..,70,5,76,3,79,..,74,0,76,0,76,..,17,3,20,0,20,..,215,13,226,3,228,..,241,29,271,0,270,..,138,7,140,0,146,..,59,9,72,0,72,..,120,16,130,0,134,..,166,30,194,0,194,..,560,97,655,16,672,..,8798,1769,10571,82,10649,..,56,12,66,1211,1273,14581,8849,1784,10636,1289,26507
POA2138,..,201,40,236,0,239,..,63,0,63,0,63,..,458,10,476,3,478,..,39,0,39,0,39,..,29,0,29,0,30,..,68,0,65,0,68,..,166,6,170,0,170,..,826,20,846,3,850,..,476,59,539,9,543,..,54,12,65,0,69,..,1250,600,1849,17,1867,..,18,0,23,0,23,..,9,0,9,0,9,..,158,21,177,0,177,..,42,0,44,0,44,..,68,4,72,0,73,..,0,0,0,0,0,..,30,3,37,0,37,..,81,0,78,0,78,..,122,6,125,4,126,..,111,0,114,0,114,..,24,0,24,0,24,..,330,8,336,4,342,..,193,16,206,0,202,..,133,0,136,0,136,..,52,9,66,0,66,..,55,10,66,0,66,..,135,15,151,0,151,..,393,86,483,26,506,..,10026,2398,12419,117,12538,..,28,8,42,960,1005,6480,10053,2407,12465,1082,20023
POA2139,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,5,17,0,17,..,0,0,0,11,11,31,13,5,17,11,57
POA2140,..,61,11,69,3,70,..,112,3,111,0,111,..,718,33,755,0,754,..,182,12,197,0,195,..,23,0,21,0,21,..,229,13,242,5,246,..,985,62,1049,9,1051,..,2250,126,2375,14,2389,..,87,7,102,0,101,..,33,11,44,0,44,..,807,540,1355,12,1363,..,8,3,9,0,9,..,0,0,0,0,0,..,30,7,39,0,39,..,30,7,28,0,28,..,52,5,55,0,55,..,11,0,12,0,12,..,27,12,34,0,34,..,99,0,99,3,102,..,106,9,119,3,124,..,150,8,154,7,166,..,13,4,18,0,18,..,366,23,394,15,400,..,93,9,105,0,104,..,1101,150,1251,16,1266,..,113,26,144,0,140,..,43,9,53,3,58,..,159,38,193,0,197,..,1222,155,1375,37,1404,..,8959,2335,11298,119,11412,..,26,18,41,1426,1469,3278,8985,2355,11337,1551,16167
POA2141,..,109,45,158,0,158,..,169,9,183,0,183,..,255,13,270,5,277,..,196,20,216,0,217,..,23,0,29,0,29,..,333,36,368,8,370,..,839,51,890,7,900,..,1813,136,1950,22,1966,..,129,18,146,0,147,..,40,4,46,0,46,..,2079,1727,3810,36,3841,..,23,11,35,0,35,..,15,3,19,0,19,..,52,23,77,0,77,..,26,10,33,0,33,..,115,25,145,5,149,..,49,3,48,0,46,..,56,10,61,0,61,..,204,3,208,3,212,..,180,24,198,0,202,..,393,4,397,5,403,..,41,0,36,0,36,..,810,31,842,5,852,..,172,25,204,4,204,..,791,98,888,3,894,..,93,39,130,3,137,..,569,146,717,7,725,..,849,328,1180,7,1181,..,1346,447,1794,42,1829,..,14986,6474,21463,184,21642,..,75,40,118,1299,1416,5614,15066,6506,21574,1487,28675
POA2142,..,77,34,109,0,109,..,234,19,258,3,258,..,905,51,949,14,965,..,631,67,700,3,708,..,69,0,66,3,69,..,532,54,580,3,587,..,1830,191,2021,21,2040,..,4197,389,4587,43,4626,..,97,17,111,0,117,..,22,6,27,0,27,..,141,96,238,0,236,..,8,3,17,0,17,..,11,0,12,3,17,..,265,170,432,3,433,..,30,4,32,0,35,..,51,12,61,0,59,..,73,8,86,3,86,..,43,15,61,0,60,..,232,4,242,5,246,..,85,11,94,0,95,..,370,9,379,0,382,..,44,0,43,0,43,..,729,32,760,3,761,..,174,29,198,0,198,..,180,35,214,0,214,..,42,16,61,0,61,..,431,145,573,6,585,..,329,139,472,3,474,..,1786,498,2286,58,2341,..,14228,3689,17916,193,18109,..,84,44,126,1981,2113,6068,14309,3735,18049,2180,26292
POA2143,..,73,12,88,0,89,..,57,3,57,0,64,..,99,4,106,0,106,..,66,9,72,0,72,..,11,0,11,0,11,..,164,10,173,3,178,..,44,3,48,0,52,..,442,30,473,3,477,..,48,9,61,3,61,..,6,0,6,0,6,..,142,125,263,3,267,..,55,19,71,0,71,..,5,0,5,0,5,..,23,7,29,0,25,..,17,7,27,0,32,..,29,4,30,0,30,..,49,3,53,3,58,..,7,0,13,0,13,..,36,0,41,0,39,..,54,4,54,0,56,..,43,0,44,0,44,..,8,0,8,0,8,..,139,6,148,0,150,..,65,12,79,0,85,..,89,15,100,0,99,..,20,6,28,0,28,..,85,25,107,0,107,..,801,322,1132,4,1132,..,441,94,531,7,546,..,4520,1480,5995,41,6040,..,27,3,30,401,432,2452,4545,1484,6029,444,8921
POA2144,..,112,42,151,0,150,..,336,31,367,0,371,..,537,42,577,7,585,..,290,30,325,3,326,..,50,10,59,0,59,..,2180,231,2414,38,2449,..,2655,175,2835,13,2846,..,6053,518,6573,68,6635,..,158,40,199,0,200,..,16,3,18,0,18,..,221,193,411,4,417,..,17,3,25,0,25,..,29,0,29,0,29,..,201,108,302,0,302,..,26,4,32,0,32,..,56,15,72,0,72,..,29,3,34,0,34,..,15,8,24,0,24,..,120,10,130,0,133,..,106,13,117,0,122,..,281,12,298,0,298,..,35,10,42,0,42,..,550,39,587,6,594,..,104,40,140,4,146,..,710,156,865,16,872,..,63,40,107,0,108,..,2329,786,3121,38,3153,..,293,149,439,3,441,..,3128,1555,4688,103,4789,..,21443,8660,30095,331,30428,..,102,71,169,1946,2113,4824,21541,8726,30265,2280,37366
POA2145,..,727,138,869,5,873,..,660,48,706,0,710,..,3822,207,4031,24,4052,..,1493,164,1666,13,1676,..,392,13,405,6,412,..,475,38,514,6,522,..,4649,476,5119,33,5154,..,11493,954,12443,79,12521,..,740,94,831,14,845,..,53,5,58,0,58,..,386,188,577,10,585,..,32,7,40,0,38,..,982,116,1096,16,1109,..,484,185,665,10,680,..,157,19,176,0,176,..,110,17,125,0,125,..,150,10,162,5,167,..,156,24,175,0,179,..,431,10,448,7,451,..,223,21,241,3,248,..,732,25,759,10,771,..,92,7,93,0,93,..,1476,67,1546,21,1565,..,641,99,738,6,748,..,4949,686,5638,42,5678,..,134,41,175,0,182,..,576,141,720,7,726,..,321,87,401,3,405,..,5479,893,6376,134,6512,..,37162,5727,42888,423,43311,..,170,80,251,4059,4307,31591,37337,5802,43134,4481,79211
POA2146,..,86,16,102,0,104,..,125,0,133,0,133,..,567,35,602,0,603,..,272,28,300,10,304,..,77,3,86,3,85,..,81,11,85,0,85,..,934,96,1034,8,1042,..,2064,174,2234,24,2257,..,99,15,113,0,113,..,12,0,14,0,14,..,143,80,217,3,224,..,3,0,3,0,3,..,135,14,149,0,149,..,30,8,39,0,39,..,59,3,61,0,62,..,25,4,30,0,30,..,50,3,59,0,59,..,20,3,20,0,20,..,119,8,124,0,130,..,85,10,98,0,98,..,206,6,212,0,212,..,10,0,10,0,10,..,424,21,445,0,445,..,125,8,132,0,132,..,1254,238,1488,32,1518,..,34,13,51,0,49,..,89,18,108,0,111,..,43,14,61,0,60,..,886,143,1033,14,1046,..,6696,1158,7853,89,7941,..,69,13,83,700,784,8745,6762,1174,7932,791,17465
POA2147,..,250,53,302,3,310,..,169,9,177,5,178,..,738,24,765,3,765,..,687,86,775,5,788,..,165,12,174,0,178,..,168,8,176,0,176,..,432,33,465,10,474,..,2347,178,2531,25,2553,..,268,21,290,0,298,..,22,3,20,0,20,..,241,136,380,3,382,..,15,0,18,0,18,..,180,20,198,4,202,..,120,29,152,0,152,..,84,7,91,0,91,..,75,12,85,6,91,..,85,3,82,7,92,..,94,16,108,0,108,..,208,6,217,0,217,..,161,20,182,0,184,..,455,22,478,5,484,..,37,0,37,0,37,..,861,50,907,9,914,..,248,44,293,0,292,..,931,171,1103,10,1110,..,45,10,58,6,64,..,264,68,333,6,339,..,83,26,107,0,113,..,1328,231,1565,29,1595,..,9629,1665,11292,135,11429,..,108,20,122,1660,1781,23134,9733,1683,11418,1789,36341
POA2148,..,565,91,660,0,662,..,588,49,644,3,646,..,2637,179,2816,24,2842,..,3360,385,3745,30,3775,..,267,25,292,3,296,..,546,79,632,11,634,..,1903,257,2161,20,2182,..,9298,985,10283,92,10372,..,466,83,549,3,555,..,36,5,38,0,38,..,299,194,494,9,495,..,39,10,46,0,47,..,504,76,583,9,588,..,241,114,359,8,364,..,251,101,355,0,357,..,98,12,112,0,114,..,288,32,320,5,325,..,285,68,353,6,358,..,986,35,1026,5,1031,..,180,22,200,0,200,..,1875,57,1936,33,1968,..,114,4,118,0,118,..,3154,124,3277,41,3316,..,408,78,484,4,489,..,960,108,1064,3,1066,..,78,16,89,0,93,..,424,142,573,3,577,..,148,42,192,0,193,..,3249,822,4074,107,4179,..,24912,4313,29222,344,29566,..,217,72,288,2881,3169,30338,25134,4379,29510,3219,63071
POA2150,..,143,56,199,0,198,..,462,32,491,6,498,..,3026,158,3187,25,3215,..,922,72,992,6,1001,..,105,4,112,0,112,..,362,19,382,10,387,..,2858,326,3183,29,3212,..,7739,612,8349,71,8421,..,66,8,76,3,75,..,51,13,57,0,57,..,279,183,466,3,469,..,3,0,4,0,4,..,19,0,15,0,15,..,297,137,431,3,441,..,52,9,58,0,58,..,73,10,83,0,83,..,48,3,56,0,51,..,69,12,83,0,83,..,199,9,213,0,218,..,102,7,111,0,112,..,347,3,356,3,360,..,33,0,36,0,38,..,695,30,723,4,726,..,187,28,211,3,211,..,1206,111,1314,14,1327,..,94,16,110,0,114,..,101,18,126,0,127,..,174,37,209,0,210,..,2629,457,3087,67,3156,..,18100,3668,21773,200,21976,..,71,42,112,2519,2629,6893,18172,3711,21885,2719,31500
POA2151,..,163,31,195,0,193,..,138,11,146,0,150,..,484,23,498,0,500,..,252,20,273,0,273,..,136,9,149,0,147,..,118,13,132,4,138,..,288,20,308,0,311,..,1419,89,1513,11,1522,..,93,11,108,4,110,..,26,7,31,0,31,..,460,227,687,3,693,..,5,0,4,0,6,..,6,5,9,0,9,..,382,146,535,4,536,..,73,7,78,0,81,..,65,8,72,0,72,..,33,3,39,0,39,..,66,11,72,0,72,..,127,8,129,0,129,..,79,6,82,0,86,..,174,7,184,0,184,..,8,0,8,0,8,..,392,17,413,0,418,..,213,34,244,0,246,..,155,7,158,0,164,..,45,6,50,4,56,..,74,16,88,0,91,..,103,13,114,0,114,..,825,155,980,15,998,..,7431,1580,9006,60,9068,..,54,19,70,1309,1379,10857,7484,1596,9077,1369,21306
POA2152,..,89,5,89,0,96,..,33,3,33,0,33,..,184,5,184,0,190,..,126,15,139,0,139,..,61,3,62,0,62,..,78,8,87,0,87,..,121,6,129,0,131,..,597,37,637,3,639,..,85,8,92,3,92,..,5,0,5,0,5,..,147,93,237,7,240,..,3,3,4,0,4,..,10,0,10,0,10,..,195,55,253,0,251,..,69,3,72,0,72,..,42,4,41,0,41,..,13,0,13,0,13,..,33,0,31,0,31,..,65,0,72,0,72,..,63,5,67,0,67,..,96,7,103,0,104,..,5,0,5,0,5,..,232,15,245,0,246,..,113,17,133,3,130,..,85,3,84,0,84,..,16,3,19,0,19,..,52,10,63,0,63,..,32,4,41,0,41,..,419,73,488,16,509,..,3141,533,3668,47,3721,..,24,3,30,409,442,7051,3170,536,3702,459,11215
POA2153,..,432,45,473,7,479,..,232,3,235,0,235,..,1308,47,1359,5,1364,..,473,39,511,3,511,..,444,19,467,4,468,..,294,15,310,0,311,..,578,26,609,0,607,..,3327,149,3476,18,3493,..,397,47,445,4,453,..,106,8,117,0,117,..,971,316,1285,9,1300,..,33,3,42,0,38,..,120,5,120,0,125,..,554,94,646,7,653,..,170,7,184,4,187,..,157,27,187,0,190,..,5,0,7,0,7,..,96,10,101,0,101,..,211,6,221,0,223,..,234,12,247,5,249,..,300,7,306,0,311,..,40,0,40,0,40,..,788,26,811,5,817,..,504,30,536,0,535,..,960,32,992,3,995,..,95,31,125,0,125,..,167,20,187,0,187,..,147,31,179,3,186,..,1425,212,1640,46,1684,..,17130,2733,19862,150,20013,..,115,22,135,1244,1380,35167,17243,2753,19996,1396,56562
POA2154,..,226,17,242,3,242,..,82,4,86,0,86,..,571,13,585,4,589,..,218,12,233,0,233,..,349,6,358,0,362,..,256,16,268,3,272,..,236,8,245,3,244,..,1718,60,1777,8,1787,..,322,29,357,0,360,..,103,9,111,0,111,..,850,315,1171,10,1174,..,5,0,5,0,5,..,55,5,62,0,62,..,549,61,616,7,618,..,147,6,150,6,155,..,130,8,135,0,133,..,7,0,7,0,7,..,62,8,73,0,73,..,149,0,145,0,145,..,227,19,244,0,249,..,244,3,248,0,248,..,30,0,30,0,30,..,657,22,676,0,675,..,335,33,368,0,368,..,365,7,372,3,375,..,78,34,113,0,119,..,93,6,100,0,100,..,152,26,175,3,180,..,756,124,880,16,897,..,11651,2049,13703,98,13799,..,71,13,83,1497,1581,24213,11724,2059,13786,1595,39594
POA2155,..,251,8,260,4,266,..,271,15,285,3,287,..,1390,32,1427,5,1431,..,896,107,1000,5,1008,..,534,19,551,3,557,..,477,20,499,11,511,..,554,38,594,0,596,..,4125,229,4356,27,4382,..,500,42,544,3,553,..,41,0,44,0,41,..,478,175,656,4,661,..,21,0,21,0,21,..,202,10,207,3,214,..,743,85,827,7,833,..,130,6,131,3,136,..,137,8,149,0,151,..,16,0,15,0,15,..,113,13,125,3,131,..,552,7,562,3,564,..,385,32,415,0,419,..,798,9,807,3,812,..,39,0,39,0,39,..,1779,49,1821,5,1832,..,500,51,557,7,560,..,446,16,468,3,467,..,58,15,76,0,73,..,161,9,168,0,168,..,112,15,127,0,127,..,1660,209,1867,35,1903,..,15856,1872,17726,145,17870,..,132,22,154,1566,1724,35858,15988,1894,17880,1711,55452
POA2156,..,58,7,60,0,60,..,17,0,17,0,17,..,49,0,49,0,45,..,31,3,36,0,36,..,15,0,16,0,16,..,31,0,29,0,29,..,19,0,19,0,19,..,153,7,160,0,163,..,218,15,229,3,233,..,3,0,3,0,3,..,44,15,64,0,62,..,3,0,3,0,3,..,37,3,42,0,42,..,61,7,70,0,70,..,35,0,32,0,32,..,15,0,15,0,15,..,0,0,0,0,0,..,20,0,20,0,20,..,22,0,22,0,22,..,8,0,4,0,4,..,17,0,17,0,17,..,0,0,0,0,0,..,47,0,43,0,43,..,79,0,74,0,74,..,14,0,14,0,17,..,7,0,7,0,7,..,13,0,13,0,13,..,11,9,16,0,16,..,120,13,134,3,135,..,1491,134,1633,13,1640,..,29,4,33,318,350,10946,1520,140,1664,327,12942
POA2157,..,10,0,12,0,12,..,6,0,6,0,6,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,132,13,146,0,143,..,0,0,0,0,0,..,19,9,29,0,29,..,0,0,0,0,0,..,10,3,11,0,11,..,12,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,10,0,10,0,10,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,38,8,41,0,46,..,527,72,595,6,604,..,7,0,7,219,225,2907,533,72,605,225,3741
POA2158,..,41,0,47,0,47,..,16,0,17,0,17,..,58,4,58,0,58,..,32,0,32,0,32,..,63,0,62,0,62,..,19,0,19,0,19,..,20,3,22,0,22,..,205,11,212,0,212,..,148,30,176,0,176,..,8,0,9,0,9,..,54,18,75,0,75,..,3,0,3,0,3,..,11,0,11,0,11,..,62,4,62,0,62,..,23,0,24,0,26,..,13,9,23,0,23,..,0,0,0,0,0,..,21,0,17,0,17,..,10,0,10,0,10,..,19,0,18,0,18,..,30,0,30,0,30,..,5,0,5,0,5,..,64,0,66,0,66,..,61,3,63,0,63,..,27,0,25,0,25,..,13,0,15,0,15,..,15,0,12,0,12,..,20,5,23,0,22,..,121,17,137,4,137,..,1718,225,1944,18,1958,..,26,0,25,311,338,6279,1745,227,1972,321,8575
POA2159,..,19,0,19,0,19,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,7,..,91,10,99,0,99,..,14,0,14,0,14,..,9,3,7,0,7,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,4,0,7,0,7,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,7,0,7,..,3,0,3,0,3,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,19,0,19,0,19,..,17,5,16,0,16,..,0,0,0,0,0,..,0,6,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,22,4,29,0,29,..,400,57,453,10,466,..,15,0,18,129,140,4370,416,57,472,133,4975
