POA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
POA2000,4,3,4,3,3,7,9,29,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,6,3,6,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,6,3,7,9,40,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,4,9,4,8,3,7,10,49,21,13,11,5,13,14,10,85,9,8,4,9,8,3,3,46,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,33,22,13,17,26,22,12,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,30,22,18,17,24,19,14,144,13,18,13,3,13,24,18,108,0,0,0,0,0,0,0,0,46,39,32,16,40,42,31,253,26,9,15,8,20,15,17,109
POA2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2007,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,5,3,0,0,0,9,5,3,5,5,4,0,5,28,4,3,0,0,0,7,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,5,8,7,8,8,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,15,10,5,8,6,5,8,55,3,8,0,0,8,3,3,30,0,0,0,0,0,0,0,0,19,19,8,8,17,10,12,87,5,3,6,5,3,0,5,33
POA2008,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,9,7,4,0,0,8,8,30,0,3,6,0,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,10,3,3,10,5,54,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,13,10,3,3,10,11,55,7,11,4,5,7,4,3,38,0,0,0,0,0,0,0,0,13,20,12,3,18,17,8,88,9,7,4,4,0,8,8,36
POA2009,3,0,7,0,3,0,0,14,0,3,6,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,4,4,0,28,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,9,3,4,5,0,28,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,3,6,7,6,3,5,0,33,8,25,16,8,12,9,4,85,14,18,19,6,6,3,0,66,0,0,3,0,0,0,0,6,0,0,0,0,0,4,0,4,25,42,35,18,20,16,5,151,4,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,14,25,45,35,23,22,14,5,168,19,18,10,0,11,12,3,81,0,0,0,0,0,0,0,3,45,62,44,23,32,28,6,250,14,21,20,8,18,9,4,94
POA2010,5,3,0,3,0,0,3,22,0,3,4,3,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,3,3,3,3,7,42,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,13,6,6,3,3,7,48,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,12,6,5,9,4,7,58,16,21,14,5,18,8,3,84,3,9,3,4,9,8,3,35,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,41,18,7,25,11,3,124,0,0,0,4,0,0,0,4,3,3,0,0,0,4,0,10,3,3,0,4,0,4,0,14,24,41,22,15,25,16,3,139,7,17,6,0,14,4,4,53,0,0,0,0,0,0,0,0,33,56,26,13,40,19,11,192,23,30,18,4,22,5,8,103
POA2011,6,5,3,0,0,3,3,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,4,4,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,4,4,3,27,0,3,0,0,3,3,0,11,0,0,0,0,0,0,0,0,8,11,3,3,5,8,3,32,7,4,6,6,4,4,3,41,7,13,3,9,11,3,5,48,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,19,10,13,18,11,9,101,0,0,3,0,0,0,0,3,0,6,3,0,3,0,0,12,0,5,3,0,3,0,0,17,18,30,18,20,17,8,9,122,12,22,14,10,17,0,3,68,0,0,0,0,0,0,0,0,33,51,27,26,36,12,10,188,13,13,7,9,10,9,8,62
POA2015,3,3,0,3,3,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,0,25,10,19,12,9,19,7,3,68,7,10,12,9,4,0,0,44,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,30,24,14,23,7,3,118,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,22,27,22,14,23,6,3,126,25,21,7,3,7,8,0,70,0,0,0,0,0,0,0,0,42,49,33,22,23,17,3,190,9,17,8,13,24,8,3,85
POA2016,0,3,0,0,0,3,3,18,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,6,8,0,0,0,3,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,3,4,26,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,11,5,0,0,3,4,39,8,14,9,3,5,10,0,52,5,8,4,3,3,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,19,10,9,13,8,3,78,0,3,0,0,0,0,0,6,3,4,3,0,0,0,0,9,3,5,3,0,3,0,0,14,12,24,18,6,12,14,3,98,19,12,3,4,3,4,3,54,0,0,0,0,0,0,0,0,30,36,18,18,18,19,9,144,8,15,15,3,10,9,7,65
POA2017,7,4,6,6,4,0,0,19,4,0,0,0,3,0,0,12,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,11,3,6,3,10,3,0,34,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,4,0,0,3,0,0,3,0,11,11,10,9,3,7,4,0,43,6,3,3,0,4,6,5,32,0,0,0,0,0,0,0,0,15,9,14,7,12,12,4,74,14,21,15,16,17,13,11,106,15,28,21,10,7,10,6,94,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,32,55,37,23,28,23,13,212,0,3,0,3,3,3,0,10,7,4,0,0,3,0,0,16,7,8,5,6,5,3,3,28,36,60,39,26,32,26,16,241,59,57,22,31,36,14,13,237,0,0,0,0,0,0,0,4,98,122,62,65,70,39,30,482,21,24,20,15,22,15,8,132
