POA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA2140,2432,2237,5096,2286,1484,1124,507,298,91,15564,0,0,6,4,4,7,0,0,0,14,22,58,55,39,18,19,14,9,4,236,4,0,4,0,0,3,3,0,0,16,0,3,3,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,65,74,45,25,23,13,9,4,271,24,67,72,52,27,23,13,11,4,288,2455,2298,5170,2338,1511,1152,526,311,97,15857
POA2141,4418,4127,6062,3727,3479,3214,1628,892,371,27920,5,3,12,5,3,0,3,3,0,31,48,120,147,88,79,71,40,12,7,611,0,8,9,15,13,10,3,0,0,68,0,10,8,11,11,3,3,0,0,45,0,0,3,3,6,3,0,0,0,20,3,0,8,3,10,3,0,0,0,26,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,23,8,3,3,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,51,167,183,122,126,99,42,15,7,812,56,168,192,132,127,101,49,15,7,843,4468,4293,6255,3858,3606,3316,1677,910,377,28767
POA2142,5181,3448,6372,3782,2595,2121,1295,621,196,25611,16,7,6,17,0,7,3,0,0,55,57,79,161,107,83,54,34,16,7,592,3,3,30,34,26,13,3,0,0,107,3,4,21,8,17,4,0,3,0,60,0,0,5,3,4,3,0,3,0,15,0,3,16,4,7,4,3,0,0,34,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,64,91,225,162,140,77,40,17,4,828,82,96,233,175,140,85,47,22,4,888,5259,3548,6605,3960,2732,2206,1345,642,197,26494
POA2143,1746,1263,1405,1047,1137,1060,592,308,136,8696,0,3,7,0,3,3,0,3,0,16,27,23,32,34,18,22,12,4,4,173,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,39,34,18,22,12,4,4,181,27,27,39,35,20,30,12,5,7,199,1773,1293,1445,1081,1159,1087,603,307,134,8900
POA2144,7128,5874,8899,4558,3863,2966,1668,948,457,36368,17,9,25,7,8,0,8,0,0,78,98,90,192,109,56,71,52,30,28,731,3,10,10,0,4,0,0,0,0,25,0,6,10,0,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,106,109,221,114,68,67,57,28,28,800,119,118,251,122,76,71,63,31,28,878,7246,5993,9152,4683,3938,3044,1726,981,484,37245
POA2145,16754,8183,13850,12971,8539,7063,5461,3029,1336,77197,16,17,22,7,15,10,0,5,4,86,420,317,501,404,296,317,290,277,158,2975,0,6,13,8,10,3,3,3,0,41,0,9,8,11,3,11,14,0,0,59,0,9,4,6,10,0,0,0,0,25,4,3,12,0,4,3,7,0,0,32,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,5,3,0,0,28,0,0,0,0,0,0,0,0,0,0,432,341,540,445,320,336,312,284,163,3168,444,353,561,448,331,346,319,288,166,3256,17199,8533,14419,13421,8870,7407,5777,3318,1503,80454
POA2146,3514,1993,2799,2655,2068,1771,1327,662,184,16980,0,0,0,0,3,3,3,0,0,7,39,35,79,48,24,29,15,10,4,279,0,3,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,52,80,47,30,29,26,10,4,316,41,57,80,46,31,31,25,13,4,326,3551,2047,2879,2705,2097,1803,1358,670,188,17300
POA2147,7024,4324,5024,5147,4605,4247,3015,1444,543,35367,0,9,6,3,6,3,5,9,0,41,76,112,143,92,73,69,45,24,20,649,3,0,6,5,0,3,0,0,0,16,0,0,0,3,3,4,4,0,0,18,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,83,118,149,98,80,76,56,31,17,705,80,120,160,103,86,75,61,33,19,747,7103,4443,5184,5251,4691,4325,3071,1483,566,36114
POA2148,12702,7886,10931,8936,7076,6221,4037,2468,1094,61354,7,12,9,16,10,13,6,6,0,89,146,185,223,190,137,126,101,73,44,1232,3,0,13,13,14,3,8,0,0,54,0,6,15,19,11,12,5,0,0,76,3,0,4,3,5,0,0,0,0,19,0,4,5,5,0,0,0,0,0,15,0,0,0,0,3,0,5,0,0,11,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,157,197,258,229,173,150,132,76,49,1416,168,207,275,246,183,165,134,84,49,1505,12872,8095,11203,9184,7253,6390,4170,2546,1146,62855
POA2150,5148,3269,10838,5205,2362,1953,1068,594,283,30718,3,5,12,0,0,0,3,0,0,23,70,94,247,169,142,106,34,4,8,876,4,22,65,104,133,51,8,0,0,393,0,4,38,47,82,33,3,5,0,215,0,0,16,7,33,20,8,3,0,95,0,7,26,11,35,14,0,0,0,88,0,0,0,3,5,5,0,0,0,14,3,0,0,10,0,0,0,0,0,17,0,12,8,10,14,9,0,0,0,50,0,0,0,0,0,0,0,0,0,0,84,135,411,365,445,240,57,11,7,1748,86,141,419,365,449,240,61,11,7,1769,5233,3412,11256,5563,2806,2187,1125,603,290,32489
POA2151,3914,2315,3338,3413,2613,2197,1613,806,483,20693,3,14,3,3,0,0,0,3,0,31,67,181,109,89,67,60,25,21,16,631,0,0,3,0,0,0,5,0,0,4,4,6,4,10,7,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,78,187,119,105,71,70,35,26,16,690,79,200,120,105,71,67,39,24,16,723,3995,2506,3462,3516,2681,2264,1649,832,502,21418
POA2152,2096,979,1898,1712,1272,978,873,687,355,10849,0,4,0,0,0,3,0,3,0,12,13,23,38,24,23,23,13,4,3,161,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,24,43,22,28,25,15,6,8,182,14,26,49,22,28,26,16,10,8,195,2101,1003,1944,1737,1297,1005,894,701,359,11042
POA2153,11794,6532,6129,8754,7485,6014,5095,2348,916,55055,6,0,5,5,0,3,0,0,0,26,130,130,206,123,119,103,164,82,55,1107,0,0,27,20,14,19,10,0,3,88,4,3,8,19,18,17,18,0,0,90,0,0,0,3,0,9,5,0,0,17,0,3,0,4,0,0,3,0,0,10,0,4,0,0,4,0,6,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,139,139,243,166,162,154,197,84,55,1334,144,138,250,169,166,155,197,84,55,1356,11935,6670,6375,8916,7654,6173,5290,2433,970,56413
POA2154,7623,4992,3709,5345,5425,4698,3588,1843,1255,38472,3,0,0,0,4,0,0,0,0,12,77,93,137,60,77,63,61,47,20,634,0,3,18,13,16,11,4,0,0,70,7,4,8,13,11,13,7,0,0,57,3,0,4,3,3,0,0,0,0,18,0,0,3,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,87,98,175,92,108,91,74,47,22,801,91,106,175,92,110,91,74,50,22,811,7712,5090,3881,5437,5536,4791,3660,1890,1281,39284
POA2155,14161,7269,6184,9810,7744,4901,2757,1014,230,54070,3,4,0,0,3,4,0,3,0,21,75,133,134,76,81,64,90,57,23,716,0,0,5,4,4,3,3,3,0,28,3,9,7,4,0,3,12,0,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,76,142,150,81,86,80,105,57,23,798,82,151,146,81,90,79,103,65,23,822,14236,7415,6332,9897,7834,4984,2859,1077,246,54886
POA2156,2379,1754,947,1388,1872,1682,1384,787,286,12480,0,3,4,0,3,3,8,0,0,23,17,40,35,30,31,31,19,15,11,231,0,3,0,3,0,0,6,0,0,8,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45,34,30,31,34,25,15,12,253,23,45,43,31,32,39,36,19,12,283,2399,1801,983,1422,1912,1717,1422,805,294,12760
POA2157,735,498,296,433,587,481,352,161,53,3588,0,4,0,0,0,0,0,0,0,3,3,21,16,3,5,3,5,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,16,4,10,4,4,5,0,65,3,24,16,4,7,4,4,5,0,74,734,516,313,433,594,489,353,171,53,3659
POA2158,1538,1230,648,923,1328,1018,865,451,250,8266,0,0,0,0,0,0,3,0,3,11,16,29,37,19,20,15,23,13,10,167,0,0,0,7,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,16,34,38,28,20,24,26,14,10,209,17,34,38,28,20,24,32,14,9,218,1559,1266,689,954,1349,1045,895,466,258,8483
POA2159,927,598,392,541,723,635,512,292,177,4798,0,0,0,0,0,0,0,0,0,4,16,22,21,20,5,6,23,8,4,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,21,20,9,10,19,11,4,127,16,24,21,20,9,7,21,10,4,132,943,626,416,563,732,643,533,302,184,4928
POA2160,7375,5000,6500,4671,4131,3265,2121,1299,607,34975,25,10,10,13,4,3,3,0,0,67,78,105,162,91,87,70,38,19,10,659,3,9,5,5,3,3,0,0,0,27,3,4,9,0,0,5,0,0,0,22,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,80,114,179,105,94,75,46,23,16,730,104,124,188,122,98,82,50,22,12,794,7477,5121,6693,4794,4229,3344,2169,1323,619,35764
POA2161,7314,4538,5362,3843,3350,2872,1681,1008,561,30535,9,4,15,12,6,6,0,0,0,49,99,116,140,82,81,72,43,26,16,667,3,7,3,0,0,4,0,0,0,23,4,0,3,6,3,3,3,5,0,27,0,0,0,0,0,0,3,0,0,5,0,0,0,0,8,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,124,154,88,89,82,49,26,15,732,114,128,161,98,94,84,55,34,18,782,7429,4660,5528,3943,3443,2958,1732,1035,581,31318
POA2162,4057,2688,2388,2157,2417,2015,1201,739,453,18117,3,0,0,0,0,3,3,0,0,18,46,48,94,49,39,42,35,3,6,359,0,0,0,0,0,0,3,0,0,9,3,0,3,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,54,96,61,46,40,38,8,9,393,50,56,96,60,43,41,39,7,10,409,4110,2745,2487,2215,2464,2059,1241,752,459,18523
POA2163,1836,1317,1349,1240,1214,1117,659,360,231,9328,4,4,10,3,3,0,0,0,0,27,54,39,66,54,27,22,9,6,3,278,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,40,68,56,29,29,12,6,3,292,60,47,77,57,38,31,11,6,4,318,1892,1361,1427,1300,1254,1145,670,371,233,9652
POA2164,3799,2547,2527,2441,2343,2352,1695,1058,295,19068,3,3,4,0,5,3,3,0,4,28,48,58,91,59,34,42,18,29,11,397,0,0,0,0,0,0,3,0,0,4,4,0,3,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,52,61,101,69,34,48,27,35,11,428,55,63,106,67,39,51,26,34,15,459,3857,2610,2628,2511,2390,2402,1726,1088,306,19526
POA2165,8281,5910,5875,5380,5593,4675,3071,1832,664,41286,7,8,10,3,6,4,3,0,0,43,128,98,175,115,97,76,50,26,13,773,0,0,3,3,0,3,0,0,0,19,0,4,3,6,6,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,101,183,123,104,83,54,26,13,819,136,112,190,126,111,88,55,32,13,858,8422,6018,6067,5508,5705,4765,3126,1862,670,42141
POA2166,9626,7898,7059,6402,7300,6193,3415,2065,1046,51010,27,26,15,13,19,11,6,3,3,119,148,209,251,164,177,116,38,32,20,1153,5,0,4,4,4,3,3,0,0,34,3,7,9,5,11,3,0,0,0,36,5,0,3,0,0,0,0,0,0,14,0,0,3,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,161,223,266,189,198,129,43,33,18,1272,185,246,282,201,212,138,48,38,25,1385,9815,8143,7342,6605,7515,6334,3465,2103,1071,52402
POA2167,2052,1141,1481,1487,1130,961,558,316,253,9372,7,3,7,0,0,0,0,0,0,9,17,30,27,12,13,11,9,6,4,133,0,0,3,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,29,16,14,17,13,7,4,154,26,32,34,16,19,17,13,13,4,165,2072,1170,1517,1500,1146,979,570,324,251,9538
POA2168,9598,6859,5395,5346,5924,4891,2526,1460,364,42365,20,15,10,6,7,6,8,3,0,73,177,167,186,144,140,72,45,22,7,960,0,4,9,0,0,3,0,0,0,14,4,9,3,5,3,3,0,0,0,28,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,185,179,205,151,143,79,48,21,7,1020,200,187,211,162,157,88,61,22,7,1095,9795,7053,5610,5507,6076,4981,2586,1482,371,43458
POA2170,22878,13720,15295,14924,12931,10452,7039,3836,1533,102607,37,7,19,11,16,11,5,0,4,118,353,343,559,347,304,304,210,190,94,2704,0,4,16,19,23,14,11,3,3,85,3,13,18,10,11,19,12,0,3,83,0,3,0,9,0,0,0,0,0,17,8,3,4,3,9,3,4,0,0,40,0,3,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,365,370,606,399,351,347,239,194,94,2960,404,379,630,411,368,354,244,198,97,3078,23282,14098,15921,15341,13293,10808,7284,4026,1634,105687
POA2171,8736,5031,4995,5518,4748,2968,1436,507,110,34056,3,8,0,0,3,0,3,0,0,17,94,91,103,91,56,53,52,47,11,598,5,0,12,3,0,3,4,0,0,21,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,102,95,116,94,62,65,55,47,14,643,101,104,119,95,67,65,57,47,14,663,8843,5135,5111,5617,4814,3030,1495,557,119,34716
POA2172,610,372,318,409,477,301,164,46,3,2701,0,0,0,0,0,0,0,0,0,0,6,0,8,6,0,7,4,3,0,32,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,4,3,8,3,3,0,45,4,3,11,4,3,8,3,3,0,46,623,375,325,414,476,310,167,51,8,2749
POA2173,3328,2238,2167,2300,2025,1190,515,212,50,14024,0,5,7,0,0,0,0,0,0,17,24,80,95,34,38,33,24,11,4,334,0,9,25,11,3,3,0,3,0,51,0,30,45,11,3,3,3,0,0,94,0,13,8,0,4,0,0,0,0,28,0,4,23,3,5,4,0,0,0,37,0,3,0,0,0,5,0,3,0,8,0,16,9,4,0,0,0,0,0,35,0,3,6,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,25,165,214,57,55,47,28,17,4,608,27,169,215,60,60,50,28,17,4,628,3357,2408,2379,2358,2080,1240,542,229,54,14656
POA2174,607,286,404,441,224,135,70,47,14,2217,0,0,0,0,0,0,0,0,0,0,4,5,5,3,6,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,3,7,0,3,0,0,27,5,5,5,3,7,0,3,0,0,27,609,288,412,443,229,137,69,47,14,2250
POA2175,311,240,198,231,247,233,188,119,27,1792,0,0,0,0,0,0,0,0,0,3,0,3,5,3,3,5,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,5,0,3,0,29,3,0,5,8,8,5,0,5,0,30,315,244,203,230,253,240,191,121,27,1820
POA2176,8393,6990,5952,5426,6434,6731,4072,1939,703,46648,4,11,12,6,4,8,8,0,0,52,142,123,200,140,110,100,101,109,57,1087,4,3,9,8,3,7,5,0,0,32,0,0,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,149,127,211,147,110,110,107,110,63,1145,152,141,225,152,115,115,117,115,61,1199,8546,7132,6175,5578,6549,6846,4189,2052,767,47841
POA2177,3036,2481,2050,1893,2205,2100,1094,466,207,15539,3,6,3,0,3,0,0,0,0,18,76,71,98,69,41,43,21,3,6,425,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,69,98,64,46,49,26,10,6,439,81,78,103,71,45,45,23,10,6,457,3111,2559,2152,1966,2252,2148,1123,475,214,15994
POA2178,728,689,417,488,593,513,377,217,79,4095,7,0,0,0,3,4,3,0,0,18,24,13,16,15,12,12,4,3,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,24,13,16,13,10,10,6,9,5,107,25,16,24,16,14,17,5,9,5,121,752,705,435,504,604,523,386,221,86,4216
